,Word,Value,V.Mean.Sum,,1.2 4.6 3.0
3619,backup,-1.30E-06,5.85,,
3692,parlor,-1.21E-06,5.85,,
3788,biologist,-1.10E-06,5.85,,
3802,rational,-1.10E-06,5.85,,
4556,horseback,4.74E-08,5.85,,
5128,stainless,1.78E-06,5.85,,
5400,fertility,4.57E-06,5.85,,
251,mini,-7.45E-06,5.86,,
471,notion,-6.06E-06,5.86,,
599,zoom,-5.51E-06,5.86,,
843,benign,-4.73E-06,5.86,,
890,hip,-4.62E-06,5.86,,
909,basics,-4.58E-06,5.86,,
1088,jacket,-4.21E-06,5.86,,
1312,shall,-3.83E-06,5.86,,
1319,ear,-3.82E-06,5.86,,
1333,similar,-3.80E-06,5.86,,
1419,stabilize,-3.68E-06,5.86,,
1589,head,-3.44E-06,5.86,,
1806,nominate,-3.16E-06,5.86,,
2139,whole,-2.80E-06,5.86,,
2165,stuff,-2.75E-06,5.86,,
2230,renewal,-2.68E-06,5.86,,
2362,intent,-2.56E-06,5.86,,
2408,pier,-2.51E-06,5.86,,
2471,have,-2.45E-06,5.86,,
2514,petite,-2.41E-06,5.86,,
2611,route,-2.30E-06,5.86,,
2852,place,-2.08E-06,5.86,,
2927,ingredient,-2.01E-06,5.86,,
3433,restore,-1.50E-06,5.86,,
3594,foundation,-1.34E-06,5.86,,
3674,reveal,-1.24E-06,5.86,,
3912,triple,-9.59E-07,5.86,,
4210,manner,-5.42E-07,5.86,,
4386,customer,-2.55E-07,5.86,,
4415,harbor,-1.93E-07,5.86,,
5093,caravan,1.62E-06,5.86,,
5145,extend,1.85E-06,5.86,,
1144,serious,-4.12E-06,5.88,,
1262,passage,-3.91E-06,5.88,,
2079,crop,-2.86E-06,5.88,,
2883,yacht,-2.06E-06,5.88,,
3126,shoes,-1.82E-06,5.88,,
3929,doll,-9.45E-07,5.88,,
719,equivalent,-5.10E-06,5.89,,
768,guard,-4.94E-06,5.89,,
1446,list,-3.64E-06,5.89,,
1891,realistic,-3.06E-06,5.89,,
2113,suit,-2.82E-06,5.89,,
2132,embark,-2.81E-06,5.89,,
2135,lap,-2.80E-06,5.89,,
2174,boots,-2.74E-06,5.89,,
2364,audience,-2.56E-06,5.89,,
2516,straw,-2.41E-06,5.89,,
2556,discuss,-2.36E-06,5.89,,
2576,hall,-2.33E-06,5.89,,
2582,chair,-2.33E-06,5.89,,
2736,shop,-2.20E-06,5.89,,
2846,flair,-2.08E-06,5.89,,
2911,greeting,-2.04E-06,5.89,,
3323,count,-1.62E-06,5.89,,
3653,auburn,-1.26E-06,5.89,,
3720,famous,-1.17E-06,5.89,,
3922,employ,-9.51E-07,5.89,,
4071,round,-7.65E-07,5.89,,
4309,interactive,-3.70E-07,5.89,,
4409,ample,-2.12E-07,5.89,,
4597,record,1.29E-07,5.89,,
4790,developer,5.56E-07,5.89,,
4809,hop,5.99E-07,5.89,,
5242,timeless,2.58E-06,5.89,,
5275,offspring,2.91E-06,5.89,,
5382,sterling,4.20E-06,5.89,,
339,turkey,-6.78E-06,5.9,,
700,buyer,-5.18E-06,5.9,,
797,cheek,-4.89E-06,5.9,,
878,highland,-4.66E-06,5.9,,
1090,counseling,-4.21E-06,5.9,,
1101,crescent,-4.20E-06,5.9,,
1166,tolerant,-4.09E-06,5.9,,
1226,bra,-3.98E-06,5.9,,
1309,link,-3.84E-06,5.9,,
1441,resemble,-3.65E-06,5.9,,
1556,relative,-3.48E-06,5.9,,
1560,collect,-3.48E-06,5.9,,
1588,exist,-3.44E-06,5.9,,
1787,currency,-3.18E-06,5.9,,
1813,mild,-3.15E-06,5.9,,
1981,conscience,-2.96E-06,5.9,,
2308,hand,-2.62E-06,5.9,,
2648,transport,-2.27E-06,5.9,,
2659,wheel,-2.26E-06,5.9,,
2734,mixture,-2.20E-06,5.9,,
3036,physicist,-1.91E-06,5.9,,
3063,medicine,-1.88E-06,5.9,,
3212,describe,-1.75E-06,5.9,,
3280,cushion,-1.66E-06,5.9,,
3291,diplomatic,-1.65E-06,5.9,,
3369,discipline,-1.57E-06,5.9,,
3387,flame,-1.55E-06,5.9,,
3449,physical,-1.49E-06,5.9,,
3582,respective,-1.35E-06,5.9,,
3765,array,-1.13E-06,5.9,,
3852,coast,-1.04E-06,5.9,,
3891,thriving,-9.96E-07,5.9,,
3919,explorer,-9.54E-07,5.9,,
3931,constant,-9.34E-07,5.9,,
3952,matrix,-9.03E-07,5.9,,
3965,cable,-8.90E-07,5.9,,
4024,increase,-8.32E-07,5.9,,
4090,adult,-7.38E-07,5.9,,
4102,nouveau,-7.23E-07,5.9,,
4237,god,-4.74E-07,5.9,,
4403,cabin,-2.27E-07,5.9,,
4446,mirror,-1.45E-07,5.9,,
4464,conserve,-1.04E-07,5.9,,
4490,conquest,-6.23E-08,5.9,,
4515,exchange,-3.64E-08,5.9,,
4628,wander,1.89E-07,5.9,,
4639,gain,1.99E-07,5.9,,
4746,chatter,4.60E-07,5.9,,
4877,tutor,8.02E-07,5.9,,
4927,collection,9.88E-07,5.9,,
592,assistant,-5.55E-06,5.91,,
972,dude,-4.46E-06,5.91,,
1645,ski,-3.37E-06,5.91,,
1834,say,-3.13E-06,5.91,,
1838,different,-3.13E-06,5.91,,
1953,would,-2.99E-06,5.91,,
2039,little,-2.90E-06,5.91,,
2170,journal,-2.74E-06,5.91,,
2217,times,-2.70E-06,5.91,,
2261,speak,-2.66E-06,5.91,,
2658,shade,-2.26E-06,5.91,,
2756,introduce,-2.17E-06,5.91,,
2763,way,-2.16E-06,5.91,,
2764,show,-2.16E-06,5.91,,
2886,trade,-2.06E-06,5.91,,
2937,spend,-2.00E-06,5.91,,
3727,ranch,-1.17E-06,5.91,,
3743,license,-1.15E-06,5.91,,
3961,documentary,-8.97E-07,5.91,,
4053,pick,-7.89E-07,5.91,,
4296,feedback,-3.89E-07,5.91,,
4334,admission,-3.29E-07,5.91,,
4494,team,-5.78E-08,5.91,,
4716,publish,3.97E-07,5.91,,
5264,sculptor,2.85E-06,5.91,,
941,doctor,-4.53E-06,5.93,,
1542,influential,-3.50E-06,5.94,,
1565,profile,-3.47E-06,5.94,,
2107,store,-2.83E-06,5.94,,
2535,enroll,-2.38E-06,5.94,,
2688,cup,-2.24E-06,5.94,,
2857,notice,-2.08E-06,5.94,,
3281,common,-1.66E-06,5.94,,
3580,rugby,-1.35E-06,5.94,,
3772,wild,-1.12E-06,5.94,,
3948,scene,-9.08E-07,5.94,,
4477,carpenter,-8.16E-08,5.94,,
313,gleam,-6.97E-06,5.95,,
408,samba,-6.38E-06,5.95,,
437,literary,-6.20E-06,5.95,,
741,shorts,-5.03E-06,5.95,,
855,challenge,-4.70E-06,5.95,,
934,doctorate,-4.54E-06,5.95,,
951,morale,-4.51E-06,5.95,,
966,align,-4.47E-06,5.95,,
970,purse,-4.46E-06,5.95,,
984,expect,-4.43E-06,5.95,,
1094,withstand,-4.20E-06,5.95,,
1096,classmate,-4.20E-06,5.95,,
1125,response,-4.16E-06,5.95,,
1197,neighboring,-4.03E-06,5.95,,
1238,estimate,-3.96E-06,5.95,,
1365,sexuality,-3.76E-06,5.95,,
1378,body,-3.75E-06,5.95,,
1428,entirety,-3.67E-06,5.95,,
1429,notable,-3.67E-06,5.95,,
1484,greyhound,-3.58E-06,5.95,,
1553,pair,-3.48E-06,5.95,,
1555,peninsula,-3.48E-06,5.95,,
1646,fictional,-3.37E-06,5.95,,
1683,inherent,-3.32E-06,5.95,,
1758,attendance,-3.23E-06,5.95,,
1773,sleeve,-3.21E-06,5.95,,
1869,maintenance,-3.09E-06,5.95,,
1929,lifestyle,-3.03E-06,5.95,,
2022,catalog,-2.92E-06,5.95,,
2099,adjective,-2.84E-06,5.95,,
2224,scientific,-2.69E-06,5.95,,
2242,fry,-2.67E-06,5.95,,
2309,ask,-2.61E-06,5.95,,
2320,marine,-2.60E-06,5.95,,
2402,carpet,-2.52E-06,5.95,,
2477,turbo,-2.45E-06,5.95,,
2483,look,-2.44E-06,5.95,,
2531,cloak,-2.38E-06,5.95,,
2649,corn,-2.27E-06,5.95,,
2790,elevator,-2.14E-06,5.95,,
2943,willow,-1.99E-06,5.95,,
2954,statue,-1.98E-06,5.95,,
3086,member,-1.86E-06,5.95,,
3089,tale,-1.86E-06,5.95,,
3106,consumer,-1.85E-06,5.95,,
3219,return,-1.74E-06,5.95,,
3332,village,-1.60E-06,5.95,,
3445,assist,-1.49E-06,5.95,,
3464,frontal,-1.47E-06,5.95,,
3466,strategy,-1.47E-06,5.95,,
3473,let,-1.46E-06,5.95,,
3485,rural,-1.45E-06,5.95,,
3498,worker,-1.43E-06,5.95,,
3718,opening,-1.18E-06,5.95,,
3838,allied,-1.05E-06,5.95,,
3983,traditional,-8.70E-07,5.95,,
4034,decor,-8.17E-07,5.95,,
4057,coherent,-7.86E-07,5.95,,
4103,excel,-7.18E-07,5.95,,
4132,envelope,-6.58E-07,5.95,,
4141,builder,-6.51E-07,5.95,,
4267,mature,-4.31E-07,5.95,,
4365,dome,-2.90E-07,5.95,,
4432,lounge,-1.72E-07,5.95,,
4456,install,-1.20E-07,5.95,,
4550,sherry,3.14E-08,5.95,,
4634,aim,1.96E-07,5.95,,
4647,stellar,2.17E-07,5.95,,
4653,egg,2.30E-07,5.95,,
4761,refuge,4.88E-07,5.95,,
4811,wee,6.02E-07,5.95,,
4903,contemporary,8.83E-07,5.95,,
4994,guidance,1.22E-06,5.95,,
5084,atrium,1.60E-06,5.95,,
5122,ale,1.73E-06,5.95,,
5174,info,2.01E-06,5.95,,
5251,sober,2.65E-06,5.95,,
5360,orbit,3.89E-06,5.95,,
5406,expressive,4.76E-06,5.95,,
5438,livestock,6.59E-06,5.95,,
2647,loft,-2.27E-06,5.96,,
1903,power,-3.05E-06,5.97,,
87,viable,-9.81E-06,6,,
447,airport,-6.16E-06,6,,
587,download,-5.58E-06,6,,
591,intuitive,-5.55E-06,6,,
669,nation,-5.27E-06,6,,
710,brief,-5.13E-06,6,,
754,wallet,-4.99E-06,6,,
820,adolescence,-4.80E-06,6,,
889,ethics,-4.62E-06,6,,
898,impression,-4.60E-06,6,,
1120,chorus,-4.17E-06,6,,
1140,billionaire,-4.13E-06,6,,
1141,wage,-4.13E-06,6,,
1232,resolution,-3.97E-06,6,,
1261,relic,-3.91E-06,6,,
1462,pilot,-3.61E-06,6,,
1605,want,-3.42E-06,6,,
1654,property,-3.36E-06,6,,
1660,analytical,-3.35E-06,6,,
1841,action,-3.12E-06,6,,
1936,email,-3.02E-06,6,,
1989,scout,-2.95E-06,6,,
2055,attempt,-2.89E-06,6,,
2133,engineering,-2.80E-06,6,,
2191,footprint,-2.72E-06,6,,
2236,dialect,-2.68E-06,6,,
2301,wash,-2.62E-06,6,,
2430,diary,-2.49E-06,6,,
2449,vehicle,-2.47E-06,6,,
2499,visibility,-2.43E-06,6,,
2635,radio,-2.29E-06,6,,
2678,delivery,-2.25E-06,6,,
2740,prove,-2.19E-06,6,,
2876,mechanics,-2.06E-06,6,,
2878,leadership,-2.06E-06,6,,
2894,cathedral,-2.05E-06,6,,
3071,orientation,-1.88E-06,6,,
3121,blonde,-1.83E-06,6,,
3123,enterprise,-1.83E-06,6,,
3255,choose,-1.69E-06,6,,
3331,identify,-1.60E-06,6,,
3513,history,-1.42E-06,6,,
3533,employment,-1.39E-06,6,,
3540,bank,-1.38E-06,6,,
3711,biology,-1.19E-06,6,,
3716,reminder,-1.18E-06,6,,
3732,top,-1.17E-06,6,,
3748,passport,-1.15E-06,6,,
3750,bean,-1.15E-06,6,,
3806,diverse,-1.09E-06,6,,
3857,determine,-1.03E-06,6,,
3860,hearted,-1.03E-06,6,,
3920,intact,-9.52E-07,6,,
3976,genre,-8.82E-07,6,,
3987,growth,-8.68E-07,6,,
4054,experimentation,-7.88E-07,6,,
4069,clarify,-7.67E-07,6,,
4123,compelling,-6.75E-07,6,,
4126,certificate,-6.67E-07,6,,
4142,toad,-6.51E-07,6,,
4147,prime,-6.36E-07,6,,
4177,visual,-5.91E-07,6,,
4230,tiger,-4.87E-07,6,,
4260,renew,-4.41E-07,6,,
4314,linen,-3.63E-07,6,,
4328,king,-3.37E-07,6,,
4378,rightful,-2.68E-07,6,,
4421,full,-1.82E-07,6,,
4442,digital,-1.53E-07,6,,
4534,connection,-7.71E-10,6,,
4565,considerable,5.85E-08,6,,
4649,grassy,2.18E-07,6,,
4760,tour,4.85E-07,6,,
4898,daring,8.79E-07,6,,
4911,fossil,9.11E-07,6,,
4962,crown,1.11E-06,6,,
4969,pioneer,1.12E-06,6,,
4980,salsa,1.16E-06,6,,
5001,interact,1.23E-06,6,,
5043,solar,1.42E-06,6,,
5071,landmark,1.54E-06,6,,
5247,glamour,2.61E-06,6,,
5259,quartet,2.80E-06,6,,
5304,renowned,3.13E-06,6,,
5378,benefactor,4.09E-06,6,,
5379,righteous,4.09E-06,6,,
1784,aerial,-3.19E-06,6.04,,
10,costume,-1.40E-05,6.05,,
102,perception,-9.50E-06,6.05,,
188,tempting,-8.27E-06,6.05,,
1037,ally,-4.32E-06,6.05,,
1095,experiment,-4.20E-06,6.05,,
1249,transform,-3.94E-06,6.05,,
1414,fauna,-3.68E-06,6.05,,
1547,valid,-3.49E-06,6.05,,
1552,weather,-3.48E-06,6.05,,
1669,hint,-3.34E-06,6.05,,
1925,olive,-3.03E-06,6.05,,
2075,endorsement,-2.87E-06,6.05,,
2150,jean,-2.78E-06,6.05,,
2222,horse,-2.69E-06,6.05,,
2388,architecture,-2.54E-06,6.05,,
2413,manuscript,-2.50E-06,6.05,,
2646,tv,-2.28E-06,6.05,,
2795,task,-2.14E-06,6.05,,
2816,tan,-2.11E-06,6.05,,
2892,fabric,-2.05E-06,6.05,,
2903,shell,-2.04E-06,6.05,,
3034,infinite,-1.91E-06,6.05,,
3130,casual,-1.82E-06,6.05,,
3146,salt,-1.81E-06,6.05,,
3210,hold,-1.75E-06,6.05,,
3287,preschool,-1.66E-06,6.05,,
3374,tonic,-1.56E-06,6.05,,
3447,residential,-1.49E-06,6.05,,
3555,portrait,-1.37E-06,6.05,,
3638,modern,-1.28E-06,6.05,,
3868,atmosphere,-1.02E-06,6.05,,
3889,pop,-9.99E-07,6.05,,
3984,competent,-8.70E-07,6.05,,
4022,automatic,-8.33E-07,6.05,,
4192,backpack,-5.70E-07,6.05,,
4226,chance,-5.04E-07,6.05,,
4304,pearl,-3.74E-07,6.05,,
4335,supernatural,-3.28E-07,6.05,,
4362,supporter,-2.96E-07,6.05,,
4402,develop,-2.30E-07,6.05,,
4507,icon,-4.11E-08,6.05,,
4516,palm,-3.43E-08,6.05,,
4536,auditorium,2.62E-09,6.05,,
4577,relate,8.69E-08,6.05,,
4582,dictionary,1.01E-07,6.05,,
4638,entrance,1.98E-07,6.05,,
4665,cotton,2.76E-07,6.05,,
4720,mineral,4.04E-07,6.05,,
4728,outfit,4.23E-07,6.05,,
4874,slender,7.98E-07,6.05,,
4904,buffet,8.88E-07,6.05,,
4909,mysterious,9.08E-07,6.05,,
5168,isle,2.00E-06,6.05,,
5180,rare,2.10E-06,6.05,,
5267,spark,2.86E-06,6.05,,
5363,drum,3.91E-06,6.05,,
195,holy,-8.12E-06,6.06,,
200,creature,-8.08E-06,6.06,,
1383,ice,-3.74E-06,6.06,,
1385,fly,-3.74E-06,6.06,,
2498,production,-2.43E-06,6.06,,
3850,type,-1.04E-06,6.06,,
3904,certified,-9.72E-07,6.06,,
1184,generation,-4.06E-06,6.08,,
1836,quick,-3.13E-06,6.08,,
2494,social,-2.43E-06,6.08,,
4190,blond,-5.70E-07,6.08,,
794,wardrobe,-4.89E-06,6.09,,
1706,yellow,-3.29E-06,6.09,,
1715,phone,-3.28E-06,6.09,,
2275,page,-2.64E-06,6.09,,
2333,personal,-2.58E-06,6.09,,
2973,one,-1.96E-06,6.09,,
3137,get,-1.82E-06,6.09,,
3690,make,-1.22E-06,6.09,,
3906,enter,-9.70E-07,6.09,,
4087,community,-7.41E-07,6.09,,
4114,sense,-6.98E-07,6.09,,
4135,neighborhood,-6.58E-07,6.09,,
4272,regular,-4.26E-07,6.09,,
4447,meet,-1.40E-07,6.09,,
4450,tradition,-1.31E-07,6.09,,
4493,camping,-5.83E-08,6.09,,
4592,herbs,1.22E-07,6.09,,
5002,outing,1.23E-06,6.09,,
5294,maple,3.07E-06,6.09,,
76,cradle,-1.02E-05,6.1,,
389,armor,-6.51E-06,6.1,,
413,electric,-6.32E-06,6.1,,
423,sailor,-6.27E-06,6.1,,
485,unification,-5.96E-06,6.1,,
602,stance,-5.49E-06,6.1,,
635,blow,-5.38E-06,6.1,,
761,reflect,-4.96E-06,6.1,,
1041,chronicle,-4.31E-06,6.1,,
1722,nude,-3.27E-06,6.1,,
1731,rib,-3.26E-06,6.1,,
1745,listener,-3.25E-06,6.1,,
2130,answer,-2.81E-06,6.1,,
2131,appropriate,-2.81E-06,6.1,,
2204,person,-2.71E-06,6.1,,
2361,backyard,-2.56E-06,6.1,,
2475,flag,-2.45E-06,6.1,,
2527,mythology,-2.39E-06,6.1,,
2554,moment,-2.36E-06,6.1,,
2633,peak,-2.29E-06,6.1,,
2933,agriculture,-2.01E-06,6.1,,
3205,robust,-1.76E-06,6.1,,
3317,palace,-1.62E-06,6.1,,
3336,recommendation,-1.60E-06,6.1,,
3777,sitcom,-1.11E-06,6.1,,
3894,select,-9.91E-07,6.1,,
3995,bike,-8.64E-07,6.1,,
4012,panther,-8.44E-07,6.1,,
4107,transportation,-7.11E-07,6.1,,
4121,playwright,-6.77E-07,6.1,,
4224,expertise,-5.05E-07,6.1,,
4429,pavilion,-1.75E-07,6.1,,
4435,elf,-1.63E-07,6.1,,
4488,initiate,-6.82E-08,6.1,,
4524,boutique,-2.21E-08,6.1,,
4546,sufficient,2.35E-08,6.1,,
4569,detailed,6.67E-08,6.1,,
4601,kit,1.36E-07,6.1,,
4800,carriage,5.74E-07,6.1,,
4822,expectation,6.46E-07,6.1,,
4841,nursery,6.97E-07,6.1,,
4976,dame,1.14E-06,6.1,,
5018,genie,1.29E-06,6.1,,
5392,virtual,4.35E-06,6.1,,
155,mythical,-8.72E-06,6.11,,
265,reminiscent,-7.32E-06,6.11,,
299,successor,-7.06E-06,6.11,,
711,refined,-5.13E-06,6.11,,
1465,coordination,-3.61E-06,6.11,,
1817,address,-3.15E-06,6.11,,
2014,result,-2.92E-06,6.11,,
2188,flight,-2.73E-06,6.11,,
2203,banquet,-2.71E-06,6.11,,
2247,fix,-2.66E-06,6.11,,
2266,south,-2.65E-06,6.11,,
2501,duck,-2.43E-06,6.11,,
2676,gay,-2.25E-06,6.11,,
2757,metaphor,-2.17E-06,6.11,,
2948,myth,-1.99E-06,6.11,,
3381,elder,-1.55E-06,6.11,,
3680,certain,-1.23E-06,6.11,,
4283,cousin,-4.18E-07,6.11,,
4460,career,-1.12E-07,6.11,,
4611,miniature,1.49E-07,6.11,,
4675,advance,2.99E-07,6.11,,
5278,potatoes,2.92E-06,6.11,,
5283,elementary,2.97E-06,6.11,,
3178,city,-1.78E-06,6.12,,
661,supreme,-5.29E-06,6.14,,
693,diversity,-5.20E-06,6.14,,
725,inscription,-5.09E-06,6.14,,
1160,comeback,-4.09E-06,6.14,,
1403,generate,-3.71E-06,6.14,,
1468,personality,-3.61E-06,6.14,,
1500,farmer,-3.55E-06,6.14,,
1689,recognize,-3.31E-06,6.14,,
1824,transformation,-3.14E-06,6.14,,
1932,deal,-3.02E-06,6.14,,
2109,belief,-2.83E-06,6.14,,
2331,country,-2.59E-06,6.14,,
2390,clear,-2.53E-06,6.14,,
2453,ship,-2.47E-06,6.14,,
2520,skirt,-2.40E-06,6.14,,
2557,sensation,-2.36E-06,6.14,,
2778,appearance,-2.15E-06,6.14,,
2871,plan,-2.06E-06,6.14,,
3268,advanced,-1.68E-06,6.14,,
3330,candle,-1.60E-06,6.14,,
3474,reserve,-1.46E-06,6.14,,
3494,bathing,-1.44E-06,6.14,,
3650,whisper,-1.26E-06,6.14,,
3947,ebony,-9.08E-07,6.14,,
3955,improve,-9.01E-07,6.14,,
3971,tame,-8.85E-07,6.14,,
4070,character,-7.66E-07,6.14,,
4117,stay,-6.86E-07,6.14,,
4163,ball,-6.13E-07,6.14,,
4169,substantial,-6.05E-07,6.14,,
4400,theater,-2.36E-07,6.14,,
4444,porcelain,-1.47E-07,6.14,,
4453,straightforward,-1.24E-07,6.14,,
4572,guest,7.43E-08,6.14,,
4741,open,4.46E-07,6.14,,
4794,alliance,5.63E-07,6.14,,
4984,activation,1.17E-06,6.14,,
5224,entrepreneur,2.46E-06,6.14,,
5228,adept,2.49E-06,6.14,,
5414,herbal,5.10E-06,6.14,,
929,wing,-4.55E-06,6.15,,
1178,glitter,-4.07E-06,6.15,,
1255,mandarin,-3.93E-06,6.15,,
1357,producer,-3.77E-06,6.15,,
1899,muscle,-3.06E-06,6.15,,
2318,gaze,-2.60E-06,6.15,,
2354,hilltop,-2.57E-06,6.15,,
2754,reply,-2.18E-06,6.15,,
3058,expression,-1.88E-06,6.15,,
3072,sensory,-1.88E-06,6.15,,
3204,competence,-1.76E-06,6.15,,
3460,contribute,-1.47E-06,6.15,,
3927,trail,-9.46E-07,6.15,,
4058,chef,-7.84E-07,6.15,,
4062,nautical,-7.78E-07,6.15,,
4149,additional,-6.33E-07,6.15,,
4255,plum,-4.44E-07,6.15,,
4289,ease,-4.10E-07,6.15,,
4530,outlook,-1.11E-08,6.15,,
4632,poetry,1.94E-07,6.15,,
4740,disciplined,4.42E-07,6.15,,
4755,safari,4.78E-07,6.15,,
4791,globe,5.58E-07,6.15,,
5061,electricity,1.50E-06,6.15,,
5184,thorough,2.13E-06,6.15,,
5223,participation,2.46E-06,6.15,,
5370,pep,4.01E-06,6.15,,
1163,leaf,-4.09E-06,6.16,,
1283,chow,-3.88E-06,6.16,,
1540,sand,-3.50E-06,6.16,,
2411,admiralty,-2.51E-06,6.16,,
2424,democracy,-2.49E-06,6.16,,
2562,preference,-2.35E-06,6.16,,
3968,turtle,-8.89E-07,6.16,,
3978,retrieve,-8.77E-07,6.16,,
4060,unlimited,-7.83E-07,6.16,,
4176,invest,-5.94E-07,6.16,,
4924,workout,9.66E-07,6.16,,
5123,oracle,1.75E-06,6.16,,
252,arise,-7.45E-06,6.17,,
831,justify,-4.76E-06,6.17,,
1532,priority,-3.50E-06,6.17,,
2454,normal,-2.47E-06,6.17,,
3025,contact,-1.91E-06,6.17,,
3154,femme,-1.80E-06,6.17,,
3326,chicken,-1.61E-06,6.17,,
3612,kitchen,-1.31E-06,6.17,,
3700,elephant,-1.21E-06,6.17,,
4003,individual,-8.55E-07,6.17,,
4380,ripple,-2.66E-07,6.17,,
4570,skyline,7.22E-08,6.17,,
4973,folk,1.13E-06,6.17,,
5051,guarantee,1.46E-06,6.17,,
5161,viewpoint,1.96E-06,6.17,,
1390,discussion,-3.72E-06,6.18,,
1507,message,-3.54E-06,6.18,,
2126,call,-2.81E-06,6.18,,
2192,hair,-2.72E-06,6.18,,
2381,be,-2.55E-06,6.18,,
2389,lay,-2.53E-06,6.18,,
2595,white,-2.31E-06,6.18,,
2839,brother,-2.09E-06,6.18,,
2893,eye,-2.05E-06,6.18,,
3069,midnight,-1.88E-06,6.18,,
3361,robot,-1.57E-06,6.18,,
3455,stability,-1.48E-06,6.18,,
4172,draw,-6.01E-07,6.18,,
4209,send,-5.45E-07,6.18,,
4501,scenery,-4.69E-08,6.18,,
4709,spell,3.83E-07,6.18,,
1924,pension,-3.03E-06,6.19,,
2030,handy,-2.91E-06,6.19,,
2423,album,-2.49E-06,6.19,,
4001,core,-8.58E-07,6.19,,
4735,display,4.33E-07,6.19,,
5105,familiar,1.68E-06,6.19,,
5125,promenade,1.76E-06,6.19,,
895,cloth,-4.60E-06,6.2,,
1797,teammate,-3.17E-06,6.2,,
1908,sentiment,-3.05E-06,6.2,,
2380,prized,-2.55E-06,6.2,,
2575,civilization,-2.34E-06,6.2,,
3422,cloud,-1.52E-06,6.2,,
4046,maximize,-7.98E-07,6.2,,
4455,historic,-1.21E-07,6.2,,
4529,viola,-1.39E-08,6.2,,
4722,performance,4.12E-07,6.2,,
5327,schooling,3.47E-06,6.2,,
197,philosophical,-8.10E-06,6.21,,
976,valiant,-4.45E-06,6.21,,
1771,progression,-3.21E-06,6.21,,
1977,significance,-2.96E-06,6.21,,
2600,market,-2.31E-06,6.21,,
3166,sketch,-1.79E-06,6.21,,
3452,geographic,-1.48E-06,6.21,,
3916,perspective,-9.55E-07,6.21,,
4005,coastal,-8.54E-07,6.21,,
4061,activity,-7.78E-07,6.21,,
4232,buff,-4.85E-07,6.21,,
4298,revolutionary,-3.79E-07,6.21,,
4388,architect,-2.52E-07,6.21,,
4462,event,-1.07E-07,6.21,,
4767,tablet,5.11E-07,6.21,,
4892,athlete,8.59E-07,6.21,,
5143,naked,1.85E-06,6.21,,
5155,inventor,1.92E-06,6.21,,
5213,sphere,2.39E-06,6.21,,
5300,livelihood,3.12E-06,6.21,,
5384,persistence,4.21E-06,6.21,,
137,imaginary,-8.87E-06,6.22,,
545,gleaming,-5.73E-06,6.22,,
1637,leg,-3.38E-06,6.22,,
1842,brain,-3.12E-06,6.22,,
2140,actual,-2.80E-06,6.22,,
2924,valley,-2.02E-06,6.22,,
3239,key,-1.71E-06,6.22,,
3486,share,-1.45E-06,6.22,,
3773,farm,-1.12E-06,6.22,,
4134,grandson,-6.58E-07,6.22,,
4787,salute,5.47E-07,6.22,,
5216,canine,2.41E-06,6.22,,
246,tingle,-7.55E-06,6.23,,
1073,add,-4.24E-06,6.23,,
1086,fact,-4.22E-06,6.23,,
1844,pay,-3.12E-06,6.23,,
3254,prestige,-1.69E-06,6.23,,
3365,tent,-1.57E-06,6.23,,
3798,sale,-1.10E-06,6.23,,
4092,appetite,-7.35E-07,6.23,,
119,apology,-9.15E-06,6.24,,
177,constellation,-8.47E-06,6.24,,
620,leader,-5.43E-06,6.24,,
743,activist,-5.02E-06,6.24,,
1164,heartbeat,-4.09E-06,6.24,,
1298,readiness,-3.86E-06,6.24,,
1502,sporting,-3.55E-06,6.24,,
1566,tournament,-3.47E-06,6.24,,
1890,studio,-3.06E-06,6.24,,
2136,motivation,-2.80E-06,6.24,,
3040,immortal,-1.90E-06,6.24,,
3575,monument,-1.35E-06,6.24,,
3884,magazine,-1.00E-06,6.24,,
3902,facial,-9.77E-07,6.24,,
4041,godfather,-8.05E-07,6.24,,
5301,twilight,3.12E-06,6.24,,
5410,stunning,5.01E-06,6.24,,
326,dialogue,-6.90E-06,6.25,,
401,grammar,-6.46E-06,6.25,,
685,alleviate,-5.22E-06,6.25,,
814,rhino,-4.83E-06,6.25,,
1855,jade,-3.11E-06,6.25,,
1988,deposit,-2.95E-06,6.25,,
2021,tomatoes,-2.92E-06,6.25,,
2315,existence,-2.60E-06,6.25,,
2855,greet,-2.08E-06,6.25,,
3453,marketplace,-1.48E-06,6.25,,
4066,twenty,-7.69E-07,6.25,,
4291,seek,-4.01E-07,6.25,,
4633,reasoning,1.95E-07,6.25,,
4783,regain,5.40E-07,6.25,,
4816,retain,6.21E-07,6.25,,
4938,stroll,1.02E-06,6.25,,
5199,skiing,2.28E-06,6.25,,
5212,furnishings,2.39E-06,6.25,,
927,occur,-4.55E-06,6.26,,
963,wolf,-4.47E-06,6.26,,
1055,fountain,-4.28E-06,6.26,,
1307,sleek,-3.84E-06,6.26,,
1395,expo,-3.72E-06,6.26,,
1655,hoop,-3.36E-06,6.26,,
2366,propose,-2.56E-06,6.26,,
2865,straighten,-2.07E-06,6.26,,
3073,essential,-1.88E-06,6.26,,
3292,quest,-1.65E-06,6.26,,
3394,income,-1.54E-06,6.26,,
4431,provider,-1.73E-07,6.26,,
