,Word,Distil,Bert,Gold,Frequency,Mean Star,FFN,avg(vad_eb.V),avg(vad_eb.V > 3)
1473,concentration,-3.0465766647423268e-06,-1.62e-06,5.45,4,3.085,2.6463330000000003,3.085,0.5
1474,reflection,-3.045521408626861e-06,-1.46e-06,5.7,4,2.93,2.9677007,2.93,0.25
1475,signal,-3.0449472344651336e-06,-1.72e-06,5.27,1,3.0,2.7822942999999998,3.0,0.0
1476,upgrade,-3.0441596158769228e-06,5.21e-07,7.11,3,3.0033333333333334,3.2752798,3.055,0.5
1477,imply,-3.04409261622198e-06,-2.8e-06,4.79,7,2.875714285714286,2.6142514,2.875714,0.0
1478,reproduce,-3.042373644929208e-06,-2.5e-06,5.63,3,2.7566666666666664,2.8936465,2.635,0.0
1479,hint,-3.038874175367856e-06,-3.34e-06,6.05,2,2.76,2.9572449,2.82,0.0
1480,flight,-3.038733072892088e-06,-2.73e-06,6.11,9,3.0022222222222217,2.8917498999999998,3.002222,0.3333
1481,inferior,-3.0350816157210273e-06,-5.23e-06,3.43,4,2.865,2.6064439999999998,2.8666669999999996,0.0
1482,polling,-3.034567429632354e-06,-7.18e-06,4.55,1,3.0,2.6137762,3.0,0.0
1483,supposed,-3.032128430467221e-06,-2.83e-06,5.41,5,2.882,2.6068599999999997,2.882,0.2
1484,administration,-3.0320344398831268e-06,-1.84e-06,4.45,8,2.85125,2.6091201,2.85125,0.125
1485,distortion,-3.0317973828167794e-06,-6.5000000000000004e-06,3.5,6,2.7550000000000003,2.6064439999999998,2.755,0.0
1486,elite,-3.030539989512141e-06,-5.02e-06,5.71,3,2.76,2.7584392999999996,2.76,0.0
1487,position,-3.024873180512179e-06,-3.98e-06,5.56,12,2.9075,2.9502876000000002,2.9075,0.25
1488,matter,-3.021806078942774e-06,-3.88e-06,5.82,26,2.9123076923076923,2.6206412,2.904,0.16
1489,generic,-3.0195353253510437e-06,-4.11e-06,4.5,4,2.97,2.6279457,2.97,0.0
1490,reality,-3.0194502463056482e-06,-5.49e-06,5.73,12,2.8008333333333333,2.6064439999999998,2.8008330000000004,0.0833
1491,power,-3.019181255544052e-06,-3.05e-06,5.97,23,2.9543478260869565,2.8616986,2.954348,0.3478
1492,cell,-3.0169617979291688e-06,-4.08e-06,4.09,12,3.0083333333333333,2.6070482999999998,3.009091,0.3636
1493,slump,-3.014745602843805e-06,-5.98e-06,3.95,3,2.9466666666666668,2.6064439999999998,2.9466669999999997,0.3333
1494,linguistics,-3.0106248220170923e-06,-4.57e-07,6.37,2,3.165,2.9846597000000004,3.165,0.5
1495,analytical,-3.0101932581242524e-06,-3.35e-06,6.0,4,2.925,2.9865837,2.925,0.0
1496,sector,-3.0100902634356643e-06,-5.400000000000001e-06,4.67,4,2.8200000000000003,2.9667776000000003,2.82,0.25
1497,oppose,-3.0072504092190635e-06,-2.64e-06,4.21,5,2.9240000000000004,2.623439,2.924,0.2
1498,writer,-3.007094607508884e-06,-2.47e-06,6.74,6,2.998333333333333,2.7591467,2.998333,0.1667
1499,femme,-3.0070220800733613e-06,-1.8000000000000001e-06,6.17,12,2.9908333333333332,3.0390433999999997,2.9908330000000003,0.1667
1500,urgent,-3.0054828787119217e-06,-1.55e-06,4.21,3,2.9333333333333336,2.6728680000000002,2.933333,0.0
1501,flag,-3.004408638267124e-06,-2.45e-06,6.1,8,2.9125,2.9688543999999997,2.928571,0.5714
1502,porch,-3.003298747343101e-06,-3.31e-06,6.4,4,2.8475,3.446514,2.8475,0.5
1503,brief,-2.999507389696641e-06,-5.13e-06,6.0,9,2.8977777777777787,3.0131125,2.89875,0.25
1504,marrow,-2.9988138634863028e-06,-4e-06,4.29,2,2.585,2.6064439999999998,2.585,0.0
1505,edit,-2.9969471963542382e-06,-3.37e-06,4.95,1,2.7,2.9446306,2.7,0.0
1506,proper,-2.9968609521169573e-06,-4.01e-06,5.68,7,2.801428571428572,3.0043762000000003,2.801429,0.0
1507,tar,-2.9949416502759875e-06,-1.09e-06,3.9,7,2.8628571428571425,2.6078086,2.44,0.0
1508,due,-2.9940670546584262e-06,-3.33e-06,4.94,24,2.870833333333333,2.6064439999999998,2.832609,0.1739
1509,hard,-2.9939849787071387e-06,-2.67e-06,4.35,35,3.0222857142857142,2.6502044,2.996875,0.375
1510,violate,-2.993852948413034e-06,-4.49e-06,2.61,2,2.85,2.6064439999999998,2.85,0.0
1511,intense,-2.9916630180544523e-06,-2.94e-06,5.65,2,3.0,2.7603197,3.0,0.5
1512,sequence,-2.9909474453632387e-06,-3.51e-06,5.84,7,2.8857142857142857,2.972438,2.885714,0.1429
1513,reflex,-2.9903601759419017e-06,1.68e-06,5.24,1,3.0,2.6392662999999996,3.0,0.0
1514,board,-2.9895639328189222e-06,-1.32e-06,5.33,29,3.047241379310345,2.8569484,3.09,0.5455
1515,subject,-2.9893657578216087e-06,-2.57e-06,5.33,19,2.9031578947368417,2.7047807999999995,2.9031580000000003,0.1579
1516,mother,-2.9887252180235336e-06,-3.98e-06,7.53,25,2.9628,2.7509117,2.965,0.375
1517,lease,-2.9881937213824612e-06,-1.48e-06,4.75,2,3.045,2.9146072999999997,3.09,1.0
1518,tree,-2.9876417768112343e-06,-9.05e-07,7.59,17,2.877058823529412,2.939013,2.862,0.3333
1519,rev,-2.9865972510758427e-06,-3.67e-06,5.36,20,2.9210000000000003,3.0395717999999996,3.14,1.0
1520,rave,-2.985155166833959e-06,-2.04e-06,5.68,3,2.956666666666667,2.9760776,2.835,0.0
1521,barrel,-2.9834083257871466e-06,-3.48e-06,4.92,3,2.7566666666666664,2.8114967,3.0,0.0
1522,late,-2.982725883891365e-06,-2.63e-06,3.32,26,2.908461538461538,2.6067432999999998,2.9208,0.2
1523,institution,-2.9823135555624413e-06,-3.25e-06,4.0,6,2.953333333333333,2.9253247000000004,2.944,0.2
1524,sand,-2.982205424004072e-06,-3.5000000000000004e-06,6.16,18,2.931111111111111,2.6455615000000003,2.95375,0.25
1525,say,-2.98151188044023e-06,-3.13e-06,5.91,74,2.910540540540541,2.6958756,2.910541,0.2432
1526,implement,-2.98135009527134e-06,-1.05e-06,5.05,1,3.0,2.9672577,3.0,0.0
1527,activity,-2.978680736607369e-06,-7.78e-07,6.21,10,3.082,3.1268182,3.082,0.3
1528,gross,-2.977874030309234e-06,-1.46e-06,3.2,3,3.1366666666666667,2.6064439999999998,3.4,1.0
1529,ethnic,-2.9767969408285773e-06,-2.65e-06,5.36,7,2.9914285714285715,2.7783027000000002,3.0533330000000003,0.5
1530,must,-2.9748875271693353e-06,-2.82e-06,5.45,72,2.9451388888888883,2.6521453999999998,2.9451389999999997,0.2222
1531,sub,-2.972776462964589e-06,-3.15e-06,5.0,34,2.9955882352941177,2.8140256,3.0,0.0
1532,exact,-2.9693645619783523e-06,-5.37e-06,5.58,2,3.0,2.952386,3.0,0.0
1533,racer,-2.9693400241948e-06,-2.84e-06,5.26,1,3.0,3.1169944,3.0,0.0
1534,orthodox,-2.9681892366369613e-06,6.6e-07,3.95,1,3.0,2.9632604,3.0,0.0
1535,structural,-2.967291651266862e-06,-1.94e-06,5.6,9,3.0,2.921576,3.0,0.1111
1536,poll,-2.9657281614007637e-06,-4.18e-06,4.63,4,2.825,2.8103964,2.75,0.0
1537,woman,-2.9652502997601524e-06,-3.48e-06,7.09,35,2.9394285714285715,3.1720624,2.953939,0.3333
1538,rule,-2.9638604700708637e-06,-3.88e-06,4.5,6,2.8783333333333334,2.8104596,2.878333,0.3333
1539,default,-2.961793493279294e-06,1.19e-06,4.16,2,3.02,2.619119,3.02,0.5
1540,tv,-2.9606898956198517e-06,-2.28e-06,6.05,14,2.7778571428571435,2.8432584,2.777857,0.2143
1541,expensive,-2.960307435432976e-06,-2.68e-06,3.36,15,2.897333333333333,2.6169746,2.897333,0.2667
1542,chord,-2.959899653894558e-06,-3.01e-06,5.75,9,2.9744444444444436,3.0252573,2.974444,0.2222
1543,rival,-2.95912405539588e-06,-1.89e-06,4.58,2,2.95,2.6842092999999996,2.95,0.0
1544,registration,-2.9569157223552224e-06,-2.8999999999999998e-06,4.79,11,2.939090909090909,2.9360044,2.939091,0.1818
1545,sizable,-2.955840905270272e-06,5.49e-08,6.62,1,2.9,3.1978908,2.9,0.0
1546,bus,-2.954691848499198e-06,-2.1000000000000002e-06,5.12,12,2.9150000000000005,2.6311672,2.978,0.4
1547,contrast,-2.954293429537317e-06,-3.52e-06,5.3,7,2.9614285714285717,3.118782,2.961429,0.2857
1548,nine,-2.9540986806068437e-06,-1.88e-06,5.1,13,2.9830769230769243,3.0988533,2.9075,0.25
1549,amendment,-2.9540036896225e-06,-1.63e-06,5.6,4,2.84,2.9163342,2.84,0.0
1550,body,-2.9533866479863444e-06,-3.75e-06,5.95,19,2.8100000000000005,2.6560903,2.793529,0.3529
1551,chassis,-2.9532189045674887e-06,-3.15e-06,5.0,6,3.0483333333333333,3.0629093999999997,3.048333,0.3333
1552,district,-2.9527602325545017e-06,-2.76e-06,4.9,18,3.0616666666666674,2.9372716,3.0652939999999997,0.5294
1553,example,-2.951938878422902e-06,-3.43e-06,4.9,65,2.959999999999998,3.0252323,2.96,0.2923
1554,pure,-2.951061652208339e-06,-3.54e-06,6.8,11,2.890909090909091,3.4499722000000004,2.9655560000000003,0.3333
1555,scrap,-2.950945106092173e-06,-5.06e-06,4.71,2,2.815,2.764744,2.815,0.0
1556,opponent,-2.9499357200299387e-06,-3.34e-06,4.42,5,2.9880000000000004,2.6064439999999998,2.985,0.25
1557,cut,-2.947407418264337e-06,-3.35e-06,3.9,31,2.9258064516129028,2.6694763,2.922857,0.4286
1558,view,-2.9446864694465684e-06,-2.31e-06,6.67,24,2.9175,3.1891525,2.913913,0.3043
1559,skyline,-2.9440653362628262e-06,7.22e-08,6.17,1,3.11,3.4489123999999998,3.11,1.0
1560,grandpa,-2.9440535329573864e-06,-9.11e-06,7.43,1,2.66,3.5804671999999997,2.66,0.0
1561,ethics,-2.9435100658459062e-06,-4.62e-06,6.0,15,2.888,2.905309,2.888,0.1333
1562,conversation,-2.9418878913912203e-06,-3.07e-06,6.72,12,2.8858333333333333,2.995111,2.875455,0.2727
1563,queen,-2.9415725501914787e-06,-1.99e-06,6.52,7,3.0857142857142854,3.2176213,3.085714,0.4286
1564,sixty,-2.941268051791235e-06,-3.14e-06,4.7,5,2.9560000000000004,3.0433464,2.75,0.0
1565,colony,-2.938351901181733e-06,-2.64e-06,5.52,8,3.0575,2.9469156,3.0575,0.625
1566,church,-2.936580581511672e-06,-1.15e-06,5.21,17,2.9647058823529413,3.0554232999999997,2.964706,0.2941
1567,seed,-2.935292121248281e-06,-1.92e-06,6.38,14,3.0278571428571435,3.0155396,3.07,0.6667
1568,mom,-2.9350922998227877e-06,-2.08e-06,7.64,10,2.878,3.7322102,2.853333,0.3333
1569,motive,-2.9331566586950886e-06,-2.6e-06,5.32,17,3.0,2.6075327,3.0,0.0667
1570,takeover,-2.9331412870953203e-06,-4.9000000000000005e-06,3.71,5,2.8440000000000003,2.6066954,2.78,0.25
1571,alliance,-2.931618639799109e-06,5.629999999999999e-07,6.14,1,3.1,2.9655432999999998,3.1,1.0
1572,peek,-2.9312736495775336e-06,9.26e-07,5.37,1,2.6,3.319129,2.6,0.0
1573,palm,-2.9312720856480637e-06,-3.43e-08,6.05,8,3.04125,3.1347685000000003,3.005,0.5
1574,gateway,-2.930393143162358e-06,-7.15e-07,5.75,4,3.005,3.4402977999999997,3.005,0.75
1575,upper,-2.9299924100202217e-06,-1.53e-06,5.7,8,3.15625,2.9732769,3.141667,0.5
1576,hunting,-2.9299821563755087e-06,-3.61e-06,4.75,9,2.7744444444444443,2.7344673,2.84375,0.25
1577,ship,-2.92269246802536e-06,-2.47e-06,6.14,61,2.9690163934426232,2.863019,2.9598,0.26
1578,latch,-2.9215116388499785e-06,-1e-06,5.0,2,3.0,2.9481322999999997,3.0,0.0
1579,word,-2.9204928215200176e-06,-2.35e-06,5.77,29,2.955172413793103,3.0125097999999997,2.957143,0.3214
1580,wooden,-2.920278616296418e-06,-1.81e-06,5.27,12,2.9641666666666664,3.0694575,2.9641669999999998,0.25
1581,habitat,-2.919375748502455e-06,-1.76e-06,5.85,14,3.0328571428571434,3.237136,3.0276919999999996,0.4615
1582,cover,-2.9193455148420552e-06,-2.88e-06,5.59,14,2.9564285714285714,2.887986,2.9438459999999997,0.3846
1583,juice,-2.9190688577903725e-06,-5.34e-06,6.9,2,2.75,3.0996256,2.75,0.0
1584,announcement,-2.9190248145622807e-06,-1.39e-06,5.81,5,2.9819999999999998,3.2193096000000003,2.982,0.2
1585,temporary,-2.9142252046165395e-06,-4.2999999999999995e-06,4.33,11,2.9290909090909087,2.616151,2.929091,0.3636
1586,remove,-2.913266324267645e-06,-2.91e-06,4.21,3,3.1,2.6147169999999997,3.1,0.3333
1587,addiction,-2.9122634096004347e-06,-3.85e-06,3.52,2,2.85,2.9289804,2.85,0.0
1588,total,-2.9108921023748937e-06,-2.25e-06,5.32,16,2.9725,3.1545208,2.9725,0.3125
1589,arrangement,-2.9097923614218586e-06,-1.57e-06,5.71,1,3.1,3.3304562999999994,3.1,1.0
1590,memory,-2.9082487071179406e-06,-2.92e-06,6.58,7,2.9400000000000004,2.8757775000000003,2.94,0.4286
1591,vaccine,-2.907232416800197e-06,-3.61e-06,6.48,8,2.7775,2.854518,2.7775,0.25
1592,irritation,-2.906928408451248e-06,-6.69e-06,3.38,1,3.1,2.6064439999999998,3.1,1.0
1593,satellite,-2.905049892547943e-06,-5.06e-06,5.56,2,2.9,2.8271224,2.9,0.0
1594,bombardment,-2.9048337843173844e-06,-6.2e-06,3.14,1,2.8,2.6064439999999998,2.8,0.0
1595,trial,-2.901954525859887e-06,-4.14e-06,3.28,11,2.8627272727272732,2.8121793,2.862727,0.1818
1596,snowy,-2.8972708917748375e-06,-7.25e-06,6.59,2,2.52,3.1457667000000002,2.52,0.0
1597,vampire,-2.8968276931141067e-06,-2.72e-06,4.05,26,2.859615384615384,2.6137028,2.8596150000000002,0.1923
1598,gray,-2.8944326956952136e-06,-7.440000000000002e-07,3.68,14,3.1735714285714285,2.670847,3.176154,0.7692
1599,need,-2.8939484476630176e-06,-3.18e-06,5.45,109,2.9566972477064217,2.8516807999999996,2.956697,0.367
1600,arrive,-2.89171690460565e-06,-3.39e-06,6.41,4,3.0575,3.0434425,3.0575,0.75
1601,server,-2.891161085209065e-06,-6.28e-07,5.35,1,2.9,2.6730597,2.9,0.0
1602,analysis,-2.8898472262088816e-06,-4.22e-06,5.25,13,2.9784615384615383,2.9559674,2.978462,0.0769
1603,mental,-2.889435823667676e-06,-5.27e-06,4.58,12,3.0358333333333336,2.639376,3.0358330000000002,0.4167
1604,majority,-2.8889801770649786e-06,-4.2999999999999995e-06,4.95,12,2.875,2.6065986,2.875,0.1667
1605,switch,-2.8883066531384084e-06,-2.83e-06,5.29,14,2.9721428571428565,2.9545817000000003,2.972143,0.2143
1606,bathroom,-2.887918034572772e-06,-2.18e-06,5.26,3,2.8666666666666667,2.8661618,2.85,0.0
1607,result,-2.887534238638864e-06,-2.92e-06,6.11,24,2.963333333333333,2.6070363999999997,2.963333,0.375
1608,darkness,-2.886852490836233e-06,-6.08e-06,4.71,4,2.8625,2.6064439999999998,2.8625,0.0
1609,entire,-2.884843433238105e-06,-1.91e-06,5.67,23,3.0104347826086952,2.6294491,3.0104349999999998,0.3478
1610,point,-2.8844632127627164e-06,-2.58e-06,5.45,64,2.9415624999999994,2.6713347,2.939839,0.2419
1611,husband,-2.8786862033658264e-06,-2.16e-06,7.41,8,2.795,3.5683768,2.794286,0.0
1612,panel,-2.8785701941383344e-06,-3.78e-06,4.81,16,2.838125,2.9828887,2.840667,0.0667
1613,soda,-2.8766655770969453e-06,-7.63e-06,5.47,1,2.6,3.1428156000000005,2.6,0.0
1614,couple,-2.8766445754646536e-06,-3.59e-06,7.11,20,2.9295,3.7886233,2.9295,0.3
1615,strip,-2.8766262870723932e-06,-3.4e-06,4.68,6,3.0116666666666667,2.9869192000000004,3.0116669999999996,0.3333
1616,infinite,-2.8764459810619163e-06,-1.91e-06,6.05,3,2.733333333333333,3.0324054,2.75,0.0
1617,plume,-2.8763190976621032e-06,-2.46e-06,5.19,4,3.0,2.865558,3.0,0.0
1618,substantial,-2.8752169539596523e-06,-6.05e-07,6.14,6,3.036666666666666,3.0221703,3.036667,0.3333
1619,advertising,-2.8733566088054437e-06,3.32e-07,4.68,5,3.1100000000000003,3.096293,3.11,0.8
1620,parlor,-2.8730306713415045e-06,-1.21e-06,5.85,4,2.975,3.21,2.9666669999999997,0.0
1621,controversy,-2.8724193924954828e-06,-9.25e-06,3.21,3,2.3666666666666667,2.6066465,2.3666669999999996,0.0
1622,constellation,-2.8716244014651867e-06,-8.47e-06,6.24,1,2.12,3.1772952,2.12,0.0
1623,sympathy,-2.87128290112013e-06,-4.46e-06,6.57,4,2.67,2.6064439999999998,2.67,0.0
1624,squat,-2.8696494901679177e-06,2.2e-07,4.65,4,3.0,2.7264626,3.0,0.0
1625,pension,-2.8690091379290905e-06,-3.03e-06,6.19,1,3.0,2.7285771,3.0,0.0
1626,morning,-2.8677434927996007e-06,-2.53e-06,6.41,18,2.911666666666667,3.2390056,2.9933330000000002,0.4667
1627,fictional,-2.8675540413378394e-06,-3.37e-06,5.95,1,2.8,2.650219,2.8,0.0
1628,serious,-2.866612216541472e-06,-4.12e-06,5.88,21,2.7971428571428567,2.6064439999999998,2.797143,0.2857
1629,do,-2.8658503641820684e-06,-3.25e-06,5.41,278,2.9346043165467623,2.8558404,2.932414,0.2912
1630,invisible,-2.865746969613522e-06,-6.69e-06,5.0,2,2.95,2.6889255000000003,2.95,0.0
1631,pathetic,-2.8645338070801274e-06,-7.95e-06,3.11,1,2.25,2.6064439999999998,2.25,0.0
1632,satire,-2.8638892772663484e-06,-3.7000000000000006e-06,5.81,1,2.8,2.628188,2.8,0.0
1633,hay,-2.8638775888280008e-06,-2.52e-06,5.41,8,2.8912500000000003,3.1547554,2.924,0.4
1634,mate,-2.8630133271737948e-06,5.58e-06,7.18,1,3.0,3.4990589999999995,3.0,0.0
1635,progression,-2.8624015679964082e-06,-3.21e-06,6.21,4,3.0725,3.1705463,3.0725,0.25
1636,order,-2.8622477479797884e-06,-2.8999999999999998e-06,5.82,36,2.9388888888888896,2.9973853,2.938889,0.25
1637,chair,-2.860186135528996e-06,-2.33e-06,5.89,15,2.9373333333333336,2.9613037,2.937333,0.2667
1638,basket,-2.858730345350428e-06,1.08e-06,5.66,1,3.1,3.4256334,3.1,1.0
1639,lightning,-2.8582144224924624e-06,-4.67e-06,5.34,2,2.95,2.6352860000000002,2.9,0.0
1640,door,-2.857554388880312e-06,-1.87e-06,5.43,43,2.9953488372093027,2.9842796000000003,2.970732,0.2195
1641,eclipse,-2.8539054603982095e-06,-1.48e-06,6.76,1,3.0,3.0075407000000003,3.0,0.0
1642,injection,-2.8537756502988117e-06,-2.61e-06,2.89,3,2.733333333333333,2.8225365,2.75,0.5
1643,fuel,-2.852626629436558e-06,-6.09e-08,4.1,3,3.023333333333333,2.7598016,3.023333,0.6667
1644,alter,-2.8521166798408913e-06,-1.64e-07,4.57,3,3.036666666666666,2.9119818,3.055,0.5
1645,aging,-2.8515362568125773e-06,-5.47e-06,3.0,2,3.1500000000000004,2.9631708,3.15,1.0
1646,twenty,-2.8515224984429663e-06,-7.690000000000002e-07,6.25,17,2.9047058823529417,2.8861456000000003,2.9666669999999997,0.3333
1647,injury,-2.851354100526487e-06,-3.95e-06,2.32,5,2.87,2.6064439999999998,2.87,0.2
1648,hat,-2.8512340750353636e-06,-4.1e-06,5.69,4,2.91,3.01105,2.913333,0.6667
1649,general,-2.8507441758274812e-06,-3.07e-06,5.32,38,2.978947368421053,2.8129246,2.996111,0.2778
1650,veterinary,-2.849313879451157e-06,4.23e-06,5.74,1,3.14,3.0767944,3.14,1.0
1651,ink,-2.8485443984544622e-06,-2.64e-06,5.65,7,2.858571428571428,2.8610198,2.775,0.0
1652,road,-2.8482706198298345e-06,-2.26e-06,5.59,55,2.9956363636363634,2.987505,3.0056599999999998,0.5472
1653,refuse,-2.845399805603885e-06,-5.09e-06,3.42,6,2.86,2.6064439999999998,2.86,0.5
1654,tanker,-2.842495523278088e-06,-2.02e-06,4.74,2,3.22,2.622055,3.0,0.0
1655,meditation,-2.841953584108622e-06,1.71e-06,7.21,1,3.2,3.0849035,3.2,1.0
1656,letter,-2.840849260123272e-06,-3.38e-06,5.68,19,2.839473684210527,2.8018397999999998,2.839474,0.2632
1657,willow,-2.8402808539612283e-06,-1.99e-06,5.95,10,2.922,3.1116599999999996,2.8528569999999998,0.0
1658,budget,-2.839314616551484e-06,-1.73e-06,4.56,4,2.9475,3.0533075000000003,2.9475,0.25
1659,shirt,-2.839263032712408e-06,-4.49e-06,5.56,9,2.936666666666667,3.222945,2.8775,0.25
1660,parent,-2.8389946568412582e-06,-3.23e-06,6.73,3,2.766666666666667,2.6067722,2.7,0.0
1661,colon,-2.838502992856077e-06,-3.26e-06,4.04,3,3.1,2.9911191,3.05,0.5
1662,dome,-2.838163397541245e-06,-2.9e-07,5.95,1,3.11,3.0679984,3.11,1.0
1663,permit,-2.8369607286843806e-06,-1.13e-06,5.26,2,2.99,2.9559903,2.99,0.5
1664,television,-2.8364757291109776e-06,-2.45e-06,7.18,17,3.0970588235294123,2.7793278999999997,3.0970590000000002,0.4706
1665,grade,-2.836176851355262e-06,-4.38e-06,5.18,7,2.7728571428571427,2.922477,2.782,0.2
1666,jet,-2.8347734746088952e-06,-4.31e-06,6.74,8,2.89,2.9405944,2.804,0.4
1667,doubt,-2.8343611974182963e-06,-2.63e-06,3.28,10,2.849,2.6400745,2.91,0.1111
1668,pillar,-2.8327049048752773e-06,-3.54e-07,5.48,6,2.93,2.869615,2.79,0.0
1669,weight,-2.8303292996296757e-06,-2.89e-06,3.91,6,2.9683333333333333,2.8706052000000004,2.9025,0.5
1670,departure,-2.8298494489691194e-06,-2.78e-06,4.05,10,2.9000000000000004,2.6428990000000003,2.875,0.0
1671,creature,-2.829557148452862e-06,-8.08e-06,6.06,2,2.97,2.6147308,2.97,0.5
1672,button,-2.828386554404085e-06,3.9e-07,5.48,2,2.94,3.4635510000000003,2.94,0.5
1673,barber,-2.8269323238955023e-06,-1.5e-06,4.89,2,3.3,3.0116694,3.3,1.0
1674,aide,-2.826155994649157e-06,-2.28e-06,5.6,5,2.92,2.9197363999999997,2.9,0.0
1675,discourse,-2.8258046475570615e-06,-7.76e-07,3.18,5,2.9619999999999997,2.817183,2.962,0.4
1676,collector,-2.8257556047254816e-06,-3.02e-06,5.27,4,3.125,3.1572757,3.125,0.75
1677,ex,-2.825020369983803e-06,-3.3e-06,2.7,51,2.888627450980392,2.621357,3.05,0.5
1678,paste,-2.8239556692337413e-06,-3.76e-06,4.95,2,3.1,2.81012,3.1,0.5
1679,size,-2.822946182620299e-06,-2.29e-06,5.61,20,3.0615,3.1359253,3.008,0.3333
1680,field,-2.8198138897332662e-06,-1.36e-06,5.73,16,3.13875,3.1181902999999997,3.114667,0.6
1681,cod,-2.819378098148969e-06,-2.1000000000000002e-06,5.21,10,3.0210000000000004,2.8451707,2.935,0.0
1682,oxygen,-2.817547351206759e-06,-3.3e-06,7.25,2,2.66,2.6086810000000002,2.66,0.0
1683,depressed,-2.8168046529268576e-06,-2.1000000000000002e-06,2.27,2,2.75,2.6064439999999998,2.75,0.0
1684,treatment,-2.8166389494506325e-06,-4.24e-06,5.0,13,2.803846153846154,3.0195608,2.803846,0.0769
1685,delivery,-2.8157389004928682e-06,-2.25e-06,6.0,5,2.824,3.1545045,2.9225,0.25
1686,understand,-2.815561194976584e-06,-3.06e-06,6.68,24,2.8929166666666664,2.6447487,2.888261,0.3478
1687,employ,-2.8144661927103033e-06,-9.51e-07,5.89,4,3.075,2.9314014999999998,3.075,0.25
1688,gunnery,-2.8127754897813717e-06,-1.2099999999999998e-07,3.89,1,3.14,2.7566097000000003,3.14,1.0
1689,renegade,-2.812110973462086e-06,-9.41e-06,4.53,2,2.515,2.6082191000000003,2.515,0.0
1690,masterpiece,-2.8112745811794927e-06,1.23e-07,7.14,3,3.2000000000000006,3.7376287000000006,3.2,0.6667
1691,swarm,-2.8105850676205897e-06,-4.01e-06,3.76,2,3.0,2.6064439999999998,3.0,0.0
1692,organization,-2.809995562732893e-06,-1.29e-06,5.71,21,3.005714285714286,3.0743055,2.981,0.45
1693,existing,-2.809950314260955e-06,1.6e-06,4.83,6,3.016666666666667,2.9920053,3.016667,0.1667
1694,tool,-2.8093736167504138e-06,-1.36e-06,5.07,7,2.888571428571429,3.0967915,2.9866669999999997,0.3333
1695,respond,-2.8093149523343035e-06,-4.06e-06,5.71,6,2.9966666666666666,2.6118033,2.996667,0.3333
1696,text,-2.8056133070812817e-06,-4.53e-06,6.5,7,2.9428571428571435,2.9630227000000002,2.942857,0.1429
1697,footprint,-2.8034108882921474e-06,-2.72e-06,6.0,5,2.9,3.1129394,2.9,0.2
1698,eye,-2.8034034338428602e-06,-2.05e-06,6.18,19,2.957368421052632,3.1949196,2.98375,0.3125
1699,loyal,-2.802912971061553e-06,-2.28e-06,7.31,4,2.975,3.6530370000000003,2.975,0.25
1700,unification,-2.7988303430750063e-06,-5.96e-06,6.1,1,2.9,3.0342526000000003,2.9,0.0
1701,usual,-2.7986234555904673e-06,-1.28e-06,5.48,3,3.063333333333334,2.883925,3.063333,0.3333
1702,prevailing,-2.79686636848094e-06,-1.85e-06,5.09,2,3.0,2.8977427000000002,3.0,0.5
1703,patrol,-2.7955172301982512e-06,-3.36e-06,4.04,17,2.977058823529412,2.8437848,2.65,0.5
1704,pressure,-2.793594431993304e-06,-3.96e-06,3.56,11,3.0045454545454544,2.611398,3.0045450000000002,0.2727
1705,skin,-2.79309815150296e-06,-2.7000000000000004e-06,5.78,15,2.9486666666666665,3.0880346000000003,2.948667,0.3333
1706,explain,-2.7917394195550165e-06,-2.81e-06,5.41,13,2.8407692307692307,2.6932720000000003,2.840769,0.1538
1707,file,-2.7885650354456115e-06,-5.96e-06,5.44,6,2.688333333333333,2.785231,2.688333,0.1667
1708,sticky,-2.7876503265758134e-06,-4.35e-06,4.65,3,3.1666666666666665,2.7249374,3.166667,0.3333
1709,grow,-2.784976437309581e-06,-1.45e-06,6.28,18,2.9066666666666667,3.4285102,2.901176,0.5294
1710,main,-2.7833735384455442e-06,-3.37e-06,5.27,33,3.011515151515152,2.961626,3.019333,0.3
1711,decision,-2.780709691720568e-06,-1.52e-06,5.5,11,3.0272727272727282,2.8619635,2.987,0.3
1712,battle,-2.7788072638328673e-06,-3.86e-06,3.52,8,2.9562500000000003,2.6371092999999997,2.95625,0.375
1713,hybrid,-2.7785015567864204e-06,-2.86e-06,5.47,1,3.0,3.066497,3.0,0.0
1714,blitz,-2.7781257124539125e-06,-2.44e-06,5.6,1,2.89,2.6138592000000003,2.89,0.0
