,Word,Value,V.Mean.Sum
2019,define,-2.918725368272294e-06,5.57
2020,horror,-2.918284388956345e-06,3.38
2021,tomatoes,-2.9167562947685077e-06,6.25
2022,catalog,-2.9166951790772964e-06,5.95
2023,change,-2.9147083636294024e-06,5.09
2024,forget,-2.9145397653874442e-06,3.73
2025,kingdom,-2.914424285857444e-06,6.74
2026,aftermath,-2.9130453994182424e-06,4.29
2027,con,-2.912394431644407e-06,3.21
2028,project,-2.9117380206795113e-06,5.0
2029,apparent,-2.910963593708941e-06,4.96
2030,handy,-2.909500937490576e-06,6.19
2031,uranium,-2.9087565921286085e-06,4.1
2032,pry,-2.908565400590891e-06,3.57
2033,girlfriend,-2.9081144609716646e-06,7.56
2034,professional,-2.9070788196733933e-06,6.29
2035,remove,-2.906304991710371e-06,4.21
2036,dark,-2.9062587065156575e-06,5.08
2037,may,-2.9059281801527253e-06,5.55
2038,eight,-2.9056566942417197e-06,5.37
2039,little,-2.9040830671011874e-06,5.91
2040,bakery,-2.901361207871226e-06,6.79
2041,repay,-2.901213979437355e-06,5.18
2042,battery,-2.90117373943245e-06,4.26
2043,defender,-2.9010804368142145e-06,5.05
2044,order,-2.9010024864672113e-06,5.82
2045,pull,-2.8984256345365103e-06,5.59
2046,element,-2.89591874590156e-06,5.58
2047,registration,-2.895845972885727e-06,4.79
2048,favor,-2.8958196431699454e-06,6.67
2049,infiltrate,-2.8947864843196134e-06,4.41
2050,north,-2.8945878424131534e-06,5.72
2051,wave,-2.8938203055706067e-06,6.32
2052,town,-2.892257752918394e-06,5.59
2053,measure,-2.891797877054528e-06,5.14
2054,expand,-2.8901886617814046e-06,5.35
2055,attempt,-2.888323123462283e-06,6.0
2056,hang,-2.887375015589791e-06,3.1
2057,weight,-2.8871533913552017e-06,3.91
2058,insistent,-2.8857331935162414e-06,4.75
2059,hire,-2.8838555017525933e-06,7.09
2060,kids,-2.8838547027922323e-06,6.48
2061,reliable,-2.8838351058398183e-06,7.3
2062,past,-2.882603740059418e-06,5.09
2063,obtain,-2.8824391197946934e-06,5.11
2064,secretary,-2.8819248527595394e-06,5.18
2065,procession,-2.880935383471154e-06,5.14
2066,cover,-2.8807742841757093e-06,5.59
2067,species,-2.8789058624634934e-06,5.26
2068,militia,-2.8786352922961464e-06,4.21
2069,caller,-2.878467151215998e-06,5.52
2070,northwest,-2.8778856664779374e-06,5.81
2071,label,-2.8773956273330996e-06,4.79
2072,puzzle,-2.8766870774516824e-06,6.53
2073,lamb,-2.875982373517355e-06,6.3
2074,influence,-2.87274307021483e-06,5.53
2075,endorsement,-2.8685340793320913e-06,6.05
2076,remember,-2.8670027993984933e-06,6.5
2077,grove,-2.8656391118236924e-06,5.26
2078,dependency,-2.86530778610683e-06,3.71
2079,crop,-2.86350147420373e-06,5.88
2080,hybrid,-2.8628246296856044e-06,5.47
2081,cartel,-2.8623541882257425e-06,3.7
2082,put,-2.8605010077007532e-06,5.09
2083,motor,-2.8602579529237545e-06,5.64
2084,compromise,-2.8594383494756626e-06,5.62
2085,throw,-2.857132308230358e-06,5.55
2086,month,-2.8565818522429635e-06,5.78
2087,intricate,-2.8558568943061933e-06,5.11
2088,persistent,-2.853014395155784e-06,5.71
2089,honesty,-2.8510339547970093e-06,7.43
2090,limit,-2.8503773066802127e-06,4.53
2091,shuttle,-2.849449099152912e-06,5.65
2092,vice,-2.8477615387937496e-06,3.81
2093,mart,-2.8457461013733615e-06,5.32
2094,subordinate,-2.8445480992067562e-06,4.44
2095,floor,-2.8439492089101087e-06,5.14
2096,monitor,-2.843060364684085e-06,5.05
2097,differ,-2.842423789140939e-06,5.1
2098,racer,-2.841470968073523e-06,5.26
2099,adjective,-2.841437470498439e-06,5.95
2100,fare,-2.839208404631366e-06,4.86
2101,downward,-2.8389753512969226e-06,4.0
2102,warrant,-2.8372422586330397e-06,3.23
2103,switch,-2.8348551392060617e-06,5.29
2104,initiative,-2.833030500999317e-06,6.68
2105,boring,-2.8326405849479997e-06,2.71
2106,atomic,-2.8296571000581874e-06,4.26
2107,store,-2.8292252530036024e-06,5.94
2108,supposed,-2.8276461955169254e-06,5.41
2109,belief,-2.8260605822652546e-06,6.14
2110,mono,-2.825385531911364e-06,3.85
2111,decent,-2.8245474919808e-06,6.27
2112,watch,-2.8235587525365634e-06,5.45
2113,suit,-2.82348246884449e-06,5.89
2114,northwestern,-2.823152133121093e-06,5.39
2115,present,-2.8231402729856513e-06,6.85
2116,routine,-2.822088194480105e-06,4.95
2117,must,-2.8178500020372367e-06,5.45
2118,honorary,-2.8158730300450094e-06,6.42
2119,canvas,-2.815791097261535e-06,5.67
2120,prescription,-2.814791186996415e-06,4.55
2121,client,-2.8130017529766654e-06,5.22
2122,scope,-2.8129126789595992e-06,5.17
2123,pack,-2.812077331290731e-06,5.55
2124,explain,-2.8104165104899965e-06,5.41
2125,determination,-2.8093667653011738e-06,7.58
2126,call,-2.809195313922896e-06,6.18
2127,touch,-2.8090644532491497e-06,6.64
2128,boss,-2.808192798370899e-06,4.76
2129,noise,-2.80785260960148e-06,3.36
2130,answer,-2.8073139445286764e-06,6.1
2131,appropriate,-2.8071767681837354e-06,6.1
2132,embark,-2.8070079501479883e-06,5.89
2133,engineering,-2.8034582805480657e-06,6.0
2134,clash,-2.8011370490962223e-06,3.96
2135,lap,-2.799422319375547e-06,5.89
2136,motivation,-2.798428078500838e-06,6.24
2137,imply,-2.798283515044966e-06,4.79
2138,lover,-2.797695904515395e-06,8.05
2139,whole,-2.7968850388111166e-06,5.86
2140,actual,-2.795623569828884e-06,6.22
2141,combination,-2.7927234962526382e-06,5.47
2142,process,-2.7909766345259666e-06,5.62
2143,gentle,-2.7905445333402115e-06,7.42
2144,stroke,-2.7883582177247923e-06,4.19
2145,assortment,-2.7857358046468974e-06,5.64
2146,note,-2.7848457670308287e-06,5.78
2147,vanity,-2.779670421208339e-06,4.46
2148,manager,-2.77945599111071e-06,4.82
2149,bat,-2.7783940504053084e-06,4.81
2150,jean,-2.778185781049843e-06,6.05
2151,departure,-2.777298503612788e-06,4.05
2152,track,-2.7765844995511754e-06,5.78
2153,termination,-2.7759640881854417e-06,2.95
2154,attitude,-2.7758793033365465e-06,4.72
2155,polite,-2.7736124083022062e-06,6.57
2156,sacrament,-2.772076610433697e-06,5.61
2157,insane,-2.7709798546718706e-06,2.55
2158,context,-2.767689949749001e-06,5.0
2159,pawn,-2.7586158378676657e-06,3.9
2160,district,-2.758436409992689e-06,4.9
2161,survivor,-2.757643995563889e-06,6.68
2162,clothing,-2.756174639098811e-06,6.37
2163,federal,-2.7540771728416325e-06,3.06
2164,strict,-2.749170801258476e-06,3.65
2165,stuff,-2.7483619113595763e-06,5.86
2166,legend,-2.7480600654652327e-06,6.86
2167,nuclear,-2.7475192362588874e-06,4.3
2168,pool,-2.744555464562204e-06,6.78
2169,shortage,-2.744543807969846e-06,3.63
2170,journal,-2.7443886653704615e-06,5.91
2171,stove,-2.7404653033536357e-06,5.63
2172,turn,-2.740216236911616e-06,5.45
2173,electronic,-2.739578047925509e-06,6.52
2174,boots,-2.7360201876672208e-06,5.89
2175,handful,-2.734657850026158e-06,5.45
2176,captain,-2.7341771378384377e-06,5.71
2177,diploma,-2.733847628008425e-06,6.32
2178,buster,-2.7331581088640977e-06,4.59
2179,moral,-2.732261432463061e-06,6.85
2180,noisy,-2.731683848289368e-06,3.21
2181,think,-2.7309169261601597e-06,6.68
2182,observation,-2.730812474172666e-06,5.61
2183,oath,-2.7305781467775367e-06,6.4
2184,international,-2.730160056508577e-06,5.65
2185,prompt,-2.7297487687113118e-06,6.33
2186,structure,-2.729196956714996e-06,5.68
2187,section,-2.7278764639641188e-06,5.05
2188,flight,-2.727721905558495e-06,6.11
2189,counter,-2.726987185790176e-06,5.22
2190,drive,-2.7228025836509314e-06,6.5
2191,footprint,-2.7224871830798028e-06,6.0
2192,hair,-2.7218909274765585e-06,6.18
2193,poster,-2.721373021051058e-06,5.35
2194,night,-2.719913029754032e-06,6.68
2195,sky,-2.719551429359138e-06,7.32
2196,stop,-2.718867352382492e-06,4.73
2197,sensor,-2.715975631736057e-06,4.6
2198,vampire,-2.7152406404858703e-06,4.05
2199,military,-2.7150674646879875e-06,4.9
2200,businessman,-2.7143612503939076e-06,5.38
2201,environmental,-2.7134563367269922e-06,5.5
2202,outstretched,-2.7117854076534145e-06,5.19
2203,banquet,-2.7114658275132855e-06,6.11
2204,person,-2.7110156240231137e-06,6.1
2205,autism,-2.710469935477781e-06,3.2
2206,confront,-2.7098126230788258e-06,4.59
2207,staff,-2.7067812607211785e-06,5.18
2208,pitcher,-2.706326118005175e-06,5.7
2209,upbringing,-2.7056192446673407e-06,6.32
2210,end,-2.7051852239746734e-06,4.73
2211,exception,-2.7046489286502993e-06,5.25
2212,nose,-2.704191924404829e-06,5.5
2213,square,-2.7023327244454416e-06,5.11
2214,skin,-2.701746004078814e-06,5.78
2215,quota,-2.700525931499896e-06,4.1
2216,submit,-2.699615759060598e-06,3.9
2217,times,-2.6989182112796435e-06,5.91
2218,lump,-2.696851806366517e-06,3.07
2219,blue,-2.6955932179136774e-06,6.53
2220,avenue,-2.6951445546170155e-06,5.74
2221,bare,-2.6931120458521347e-06,5.5
2222,horse,-2.6923951739050293e-06,6.05
2223,picture,-2.68866357486389e-06,6.73
2224,scientific,-2.687674869014384e-06,5.95
2225,fan,-2.6857858420079548e-06,6.81
2226,horizon,-2.685470657922314e-06,6.48
2227,ready,-2.6850328153139293e-06,6.64
2228,sheep,-2.682960757477426e-06,5.32
2229,conspiracy,-2.682179071097855e-06,3.42
2230,renewal,-2.6810965055186022e-06,5.86
2231,expensive,-2.678597287014695e-06,3.36
2232,wrist,-2.678259956503254e-06,5.06
2233,martyr,-2.6778027129118844e-06,4.24
2234,computer,-2.677686819879461e-06,6.84
2235,dart,-2.6764833180870085e-06,4.76
2236,dialect,-2.6763982614771047e-06,6.0
2237,stubborn,-2.675219303259017e-06,3.74
2238,predict,-2.6751585048926754e-06,6.29
2239,com,-2.671818030956831e-06,5.76
2240,extent,-2.6691647948976866e-06,5.57
2241,travel,-2.6687947592704618e-06,7.89
2242,fry,-2.6685947639067584e-06,5.95
2243,hard,-2.668470729761989e-06,4.35
2244,treasure,-2.6681170788438843e-06,7.65
2245,care,-2.6666267170823535e-06,7.64
2246,unsafe,-2.6649868488104467e-06,2.84
2247,fix,-2.664932417509661e-06,6.11
2248,haunt,-2.664925186775015e-06,4.05
2249,senator,-2.6628575445749733e-06,4.32
2250,plunge,-2.661997710561797e-06,4.62
2251,verify,-2.6619702048734837e-06,5.43
2252,programming,-2.6611702847165185e-06,5.11
2253,mechanical,-2.6607822955981965e-06,5.67
2254,ton,-2.660061992250487e-06,5.0
2255,slam,-2.659308971246499e-06,4.79
2256,photo,-2.659174702286528e-06,6.58
2257,surface,-2.658979283341051e-06,5.62
2258,pact,-2.658623645938422e-06,5.0
2259,interval,-2.658134162141714e-06,5.05
2260,particular,-2.6578531633240134e-06,5.05
2261,speak,-2.6576866374826746e-06,5.91
2262,wall,-2.6566483799098844e-06,5.06
2263,stereo,-2.6566151008685737e-06,7.1
2264,sour,-2.6536637753092463e-06,3.95
2265,bodily,-2.652297744709653e-06,4.74
2266,south,-2.650969347902708e-06,6.11
2267,brave,-2.650931486459599e-06,7.38
2268,dam,-2.65083934803736e-06,4.58
2269,ethnic,-2.650681199356057e-06,5.36
2270,diet,-2.6476259268419047e-06,4.42
2271,bill,-2.647308915823388e-06,3.11
2272,secret,-2.6469588487583863e-06,5.33
2273,unknown,-2.6444060983649542e-06,4.85
2274,ink,-2.644266211918557e-06,5.65
2275,page,-2.643785563563569e-06,6.09
2276,necessary,-2.6428565181423813e-06,5.39
2277,colony,-2.6421211570361557e-06,5.52
2278,oppose,-2.6413762107241333e-06,4.21
2279,born,-2.641373080889969e-06,7.33
2280,manipulation,-2.641014462993289e-06,2.84
2281,excess,-2.640513100705449e-06,4.29
2282,repeat,-2.6400157797916597e-06,4.64
2283,racetrack,-2.6385866984714643e-06,5.76
2284,obsolete,-2.635458000610491e-06,3.53
2285,tell,-2.6348332126623983e-06,5.27
2286,pivotal,-2.634270323854166e-06,5.19
2287,fortress,-2.633623766299178e-06,4.82
2288,doubt,-2.633522116661108e-06,3.28
2289,friendship,-2.6334365974071037e-06,7.76
2290,archaic,-2.633220430574695e-06,4.5
2291,narrative,-2.6296335357336538e-06,6.32
2292,late,-2.628718889518761e-06,3.32
2293,lodge,-2.6276114582733192e-06,6.43
2294,attribute,-2.627521250388176e-06,5.67
2295,superior,-2.6274908204541405e-06,6.37
2296,aggressive,-2.6268316071667113e-06,3.08
2297,earth,-2.6257566964943737e-06,6.83
2298,harvest,-2.625623955362366e-06,6.57
2299,row,-2.625528676557946e-06,5.48
2300,feel,-2.6252935894981257e-06,6.27
2301,wash,-2.6242400893547152e-06,6.0
2302,enduring,-2.618704582899497e-06,6.67
2303,monastery,-2.618009704911431e-06,4.75
2304,prevention,-2.616630435214873e-06,5.74
2305,postage,-2.6162012045962317e-06,5.09
2306,intellect,-2.6160399369214533e-06,6.62
2307,dirty,-2.6159161692328645e-06,3.17
2308,hand,-2.615329425775867e-06,5.9
2309,ask,-2.613806492246559e-06,5.95
2310,humanitarian,-2.613092480377122e-06,6.75
2311,injection,-2.6114120584999947e-06,2.89
2312,tech,-2.6110081490065906e-06,5.77
2313,citizen,-2.608178211541775e-06,6.43
2314,patch,-2.6057725082183193e-06,5.11
2315,existence,-2.6043172590806416e-06,6.25
2316,charming,-2.6021964869985917e-06,7.05
2317,motive,-2.601507960132687e-06,5.32
2318,gaze,-2.599077377384712e-06,6.15
2319,sex,-2.5978357429086328e-06,6.73
2320,marine,-2.596032389179801e-06,5.95
2321,preservation,-2.594704503117658e-06,6.68
2322,noir,-2.5945866739425867e-06,5.37
2323,socialist,-2.594582946944627e-06,4.11
2324,oyster,-2.5942168423651046e-06,4.81
2325,cinder,-2.5936783093436872e-06,4.8
2326,son,-2.591810767030069e-06,6.91
2327,invention,-2.5906804832238196e-06,6.4
2328,guy,-2.589371173395604e-06,6.55
2329,box,-2.5880608968013345e-06,5.33
2330,bush,-2.5865749981885805e-06,4.75
2331,country,-2.585435978715504e-06,6.14
2332,public,-2.5849262869072874e-06,5.33
2333,personal,-2.5843922323339817e-06,6.09
2334,defensive,-2.5841691291296023e-06,4.65
2335,belt,-2.584008937041854e-06,4.44
2336,therapy,-2.583300886969866e-06,5.1
2337,identification,-2.5822939701588777e-06,5.76
2338,reluctance,-2.5812573820153486e-06,4.05
2339,motion,-2.579874352510337e-06,5.8
2340,stream,-2.5798464805725484e-06,6.9
2341,comfortable,-2.5797885270046365e-06,7.67
2342,constitution,-2.5791673652187974e-06,5.47
2343,pantry,-2.5783919325704967e-06,5.38
2344,capitalist,-2.578287928984661e-06,5.24
2345,point,-2.5781812189770995e-06,5.45
2346,receptor,-2.5779200533195454e-06,5.63
2347,young,-2.5746463478536406e-06,6.31
2348,hour,-2.5737500437655212e-06,5.05
2349,fashionable,-2.573237284035037e-06,7.33
2350,weird,-2.572857766605377e-06,5.09
2351,lesson,-2.572441434885503e-06,5.57
2352,disco,-2.57213530297414e-06,5.76
2353,state,-2.569629484713682e-06,5.73
2354,hilltop,-2.5685373216064364e-06,6.15
2355,puppy,-2.5680338144665193e-06,7.85
2356,refugee,-2.5674751042981114e-06,4.68
2357,wiring,-2.5668522003439997e-06,5.05
2358,networking,-2.566349066331538e-06,5.6
2359,subject,-2.565443493715983e-06,5.33
2360,bearings,-2.563662743750491e-06,5.43
2361,backyard,-2.5633421991168304e-06,6.1
2362,intent,-2.563006891997376e-06,5.86
2363,subtle,-2.562054823480904e-06,5.62
2364,audience,-2.5615987043217663e-06,5.89
2365,figure,-2.5608110155798774e-06,5.09
2366,propose,-2.5594487471840115e-06,6.26
2367,policy,-2.5588043568617583e-06,3.77
2368,back,-2.5585029694502253e-06,4.76
2369,question,-2.5572490541589374e-06,6.36
2370,protected,-2.5569567553451746e-06,7.05
2371,depict,-2.5567271203832025e-06,4.74
2372,spear,-2.5565252774635097e-06,4.43
2373,bribery,-2.5564095751847335e-06,3.59
2374,paradox,-2.5559167052916867e-06,5.4
2375,miss,-2.554841154026704e-06,4.1
2376,execute,-2.5539537865937323e-06,3.94
2377,people,-2.552540499168449e-06,5.7
2378,bar,-2.552352287875886e-06,5.0
2379,native,-2.5500705889662033e-06,5.85
2380,prized,-2.5498577994389573e-06,6.2
2381,be,-2.549405760800845e-06,6.18
2382,cute,-2.5485094592251714e-06,7.56
2383,bankruptcy,-2.5433232368717492e-06,2.52
2384,thin,-2.5415294602313017e-06,5.47
2385,fame,-2.5395071607964745e-06,5.45
2386,slot,-2.5385696300709673e-06,5.2
2387,holder,-2.5375566599835273e-06,5.17
2388,architecture,-2.5354278629625525e-06,6.05
2389,lay,-2.534870073653477e-06,6.18
2390,clear,-2.5333508701988974e-06,6.14
2391,minimum,-2.5299511986672427e-06,4.8
2392,repair,-2.529255429477758e-06,4.89
2393,unusual,-2.5278702254784367e-06,5.81
2394,troop,-2.526986030158366e-06,5.58
2395,meaningful,-2.5267303275298508e-06,6.79
2396,morning,-2.5259263270629664e-06,6.41
2397,plausible,-2.52578839157284e-06,5.38
2398,accommodate,-2.5247144307975906e-06,6.35
2399,society,-2.524485743459923e-06,5.24
2400,embarrassment,-2.5238192844778684e-06,2.72
2401,ban,-2.520894140737793e-06,3.38
2402,carpet,-2.5202595780543494e-06,5.95
2403,window,-2.519156459825804e-06,6.47
2404,room,-2.5187447367613655e-06,5.55
2405,invasion,-2.5182243466723386e-06,2.45
2406,hay,-2.5164177204569794e-06,5.41
2407,transplant,-2.5148228627591696e-06,4.6
2408,pier,-2.513735254569318e-06,5.86
2409,symbolic,-2.5121619097318026e-06,6.48
2410,custom,-2.5080085845114052e-06,5.29
2411,admiralty,-2.505234043816603e-06,6.16
2412,orange,-2.5041268920681536e-06,6.81
2413,manuscript,-2.503679356261982e-06,6.05
2414,contract,-2.503513989760818e-06,5.1
2415,jump,-2.50319090609526e-06,6.44
2416,interfere,-2.502129642386238e-06,3.94
2417,reproduce,-2.50114040646293e-06,5.63
2418,rap,-2.497560107982569e-06,5.6
2419,appear,-2.496455891648871e-06,5.25
2420,rape,-2.494252821118469e-06,1.54
2421,housing,-2.492657463302708e-06,5.85
2422,ordeal,-2.492620496924447e-06,3.84
2423,album,-2.491916245850323e-06,6.19
2424,democracy,-2.491863782868737e-06,6.16
2425,party,-2.4905366476893033e-06,7.18
2426,baby,-2.4873781917248454e-06,6.67
2427,county,-2.487262120472449e-06,5.18
2428,ballroom,-2.4865687423146642e-06,5.75
2429,surprise,-2.4854828396455415e-06,7.44
2430,diary,-2.4853129824096523e-06,6.0
2431,rejoin,-2.484182100667235e-06,5.85
2432,hole,-2.4830198950222237e-06,5.28
2433,sir,-2.4828196331555497e-06,5.45
2434,beginning,-2.4821428496750287e-06,6.39
2435,seven,-2.4817716413247787e-06,4.9
2436,streak,-2.479855048167362e-06,5.37
2437,slack,-2.4797904315902266e-06,3.85
2438,high,-2.4792756414099874e-06,5.77
2439,sword,-2.479212188333709e-06,5.27
2440,department,-2.4791811343283852e-06,5.33
2441,dwell,-2.4775875471474664e-06,4.75
2442,produce,-2.4769955344915695e-06,6.57
2443,fog,-2.4766487080578555e-06,5.77
2444,void,-2.4765981668885736e-06,4.65
2445,urge,-2.476205620082113e-06,5.11
2446,fatigue,-2.4755195449828924e-06,3.64
2447,survey,-2.474865632941708e-06,5.55
2448,fig,-2.47163107011672e-06,5.23
2449,vehicle,-2.4715191973458347e-06,6.0
2450,settle,-2.4702063894277117e-06,5.62
2451,visa,-2.4696763792408926e-06,5.74
2452,unbelievable,-2.4686732871167147e-06,5.57
2453,ship,-2.467138056749657e-06,6.14
2454,normal,-2.4664204058618183e-06,6.17
2455,writer,-2.4651867582546077e-06,6.74
2456,slope,-2.4650535609821445e-06,5.42
2457,congressional,-2.4637082852932654e-06,4.29
2458,wealthy,-2.4632712499079537e-06,6.37
2459,purpose,-2.4621454337121557e-06,6.67
2460,township,-2.4615933220486324e-06,5.35
2461,petition,-2.4597327240435024e-06,4.8
2462,dominant,-2.4591156439337644e-06,5.15
2463,instinct,-2.4586590331688296e-06,5.67
2464,indicate,-2.458209164055147e-06,5.05
2465,specify,-2.4581779488299895e-06,5.53
2466,plume,-2.4576355529002183e-06,5.19
2467,width,-2.4570190539641157e-06,5.43
2468,health,-2.4562242439423824e-06,6.85
2469,stem,-2.454099667312711e-06,5.1
2470,meat,-2.453893426719452e-06,6.62
2471,have,-2.4517193934307464e-06,5.86
2472,assumption,-2.4511134814701276e-06,4.3
2473,algorithm,-2.4506955005851014e-06,5.3
2474,prose,-2.4504649971228884e-06,6.43
2475,flag,-2.4502648923219307e-06,6.1
2476,real,-2.4501852907231265e-06,7.09
2477,turbo,-2.4483930949080857e-06,5.95
2478,ownership,-2.4474713344128645e-06,5.85
2479,television,-2.4465436172621507e-06,7.18
2480,quarterly,-2.441354764434282e-06,4.95
2481,day,-2.4400513937318635e-06,6.36
2482,blitz,-2.4396188874319566e-06,5.6
2483,look,-2.439525610357037e-06,5.95
2484,milk,-2.439087454008821e-06,6.74
2485,indication,-2.438728749276642e-06,5.0
2486,tall,-2.438137270341259e-06,6.71
2487,format,-2.4379532441535603e-06,5.19
2488,cash,-2.4371992356343832e-06,7.51
2489,monthly,-2.435368157312212e-06,5.32
2490,flicker,-2.434766000139515e-06,5.5
2491,genuine,-2.4336266058620925e-06,7.11
2492,grass,-2.432529966069711e-06,6.47
2493,dusk,-2.431075059631619e-06,5.63
2494,social,-2.4306659333582126e-06,6.08
2495,water,-2.4305006043110783e-06,7.0
2496,counterpart,-2.429537655895183e-06,5.38
2497,squadron,-2.429425394748335e-06,4.4
2498,production,-2.4293975439609293e-06,6.06
2499,visibility,-2.428854245691466e-06,6.0
2500,medicinal,-2.4272777870704143e-06,5.45
2501,duck,-2.425478725602559e-06,6.11
2502,branch,-2.424840711599153e-06,5.15
2503,hear,-2.418674065870263e-06,6.68
2504,demon,-2.4177882564704414e-06,3.0
2505,deluxe,-2.4174433933960016e-06,6.76
2506,rebellion,-2.417250712529369e-06,4.79
2507,slip,-2.4167493770492947e-06,4.33
2508,gag,-2.4144412025806083e-06,4.43
2509,analyze,-2.4129272410464892e-06,5.65
2510,railway,-2.4117890326157713e-06,5.42
2511,comedian,-2.4099403123379235e-06,7.6
2512,brute,-2.408249629345205e-06,3.48
2513,regulate,-2.4069311104733815e-06,5.16
2514,petite,-2.406572279382383e-06,5.86
