"feat","avg(vad_eb.V)","avg(vad_eb.A)","avg(vad_eb.D)","avg(vad_eb.V > 3)","avg(vad_eb.A > 3)","avg(vad_eb.D > 3)"
"capitalized","2.900000","3.200000","3.100000","0.0000","1.0000","1.0000"
"capitol","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"capitulation","2.750000","3.000000","3.000000","0.0000","0.0000","0.0000"
"capped","3.000000","2.800000","2.900000","0.0000","0.0000","0.0000"
"caps","3.000000","3.290000","3.570000","0.0000","1.0000","1.0000"
"captain","2.979474","3.144211","3.117368","0.3684","0.6316","0.4737"
"captain's","3.070000","2.875000","3.125000","0.5000","0.0000","1.0000"
"captivate","3.140000","3.290000","3.140000","1.0000","1.0000","1.0000"
"capturado","3.220000","2.890000","3.000000","1.0000","0.0000","0.0000"
"capturador","3.106667","3.006667","3.210000","0.6667","0.6667","1.0000"
"capturador's","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"captured","3.150000","3.000000","3.116667","0.8333","0.5000","0.8333"
"capturing","3.250000","3.000000","3.120000","1.0000","0.0000","1.0000"
"car","2.755000","3.057917","2.921250","0.1667","0.5000","0.2500"
"car-racing","3.100000","2.800000","3.200000","1.0000","0.0000","1.0000"
"cara","3.000000","2.690000","2.950000","0.0000","0.0000","0.0000"
"caramel-colored","3.000000","2.900000","3.100000","0.0000","0.0000","1.0000"
"caravan","3.300000","3.000000","3.100000","1.0000","0.0000","1.0000"
"caravel","3.370000","3.120000","3.000000","1.0000","1.0000","0.0000"
"carbon","2.916538","2.996923","3.054231","0.2692","0.3462","0.5000"
"card","3.187143","3.008571","3.148571","0.6786","0.3571","0.7143"
"cardinals","3.350000","3.350000","3.150000","1.0000","1.0000","1.0000"
"cardmember","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"cards","3.246667","3.031667","3.150000","0.6667","0.5000","0.6667"
"care","3.029118","3.027941","3.099706","0.5000","0.4118","0.5588"
"career","3.166429","3.030714","3.131429","0.7143","0.4286","0.5000"
"careful","2.821667","3.155000","2.948333","0.0000","0.8333","0.3333"
"carefully","3.138000","2.982000","3.184000","0.6000","0.4000","0.8000"
"cares","3.112500","3.050000","3.155000","0.7500","0.5000","1.0000"
"careworn","3.100000","2.700000","2.900000","1.0000","0.0000","0.0000"
"cargo","3.128000","3.262000","3.108000","0.2000","0.4000","0.6000"
"caribbean","2.700000","3.000000","3.000000","0.0000","0.0000","0.0000"
"caricature","2.900000","2.900000","3.100000","0.0000","0.0000","1.0000"
"caring","3.307500","2.995000","3.085625","0.8750","0.4375","0.5000"
"carl","3.033750","2.968750","2.958750","0.5000","0.3750","0.2500"
"carla","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"carleen","3.090000","2.730000","2.910000","1.0000","0.0000","0.0000"
"carlos","2.700000","2.900000","2.900000","0.0000","0.0000","0.0000"
"carnage","3.370000","3.250000","3.000000","1.0000","1.0000","0.0000"
"carnal","3.200000","2.500000","2.900000","1.0000","0.0000","0.0000"
"carneros","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"carnival","2.700000","3.325000","2.812500","0.2500","0.7500","0.2500"
"carol","3.100000","3.300000","3.100000","1.0000","1.0000","1.0000"
"carolina","3.000000","2.800000","2.900000","0.0000","0.0000","0.0000"
"carolina's","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"carpenter","2.830000","2.830000","3.330000","0.0000","0.0000","1.0000"
"carpet","2.890000","2.900000","3.000000","0.0000","0.0000","0.0000"
"carpeted","2.700000","3.200000","2.700000","0.0000","1.0000","0.0000"
"carpeting","2.947500","2.957500","3.022500","0.5000","0.2500","0.2500"
"carpets","2.982000","2.852000","2.968000","0.2000","0.0000","0.2000"
"carphone","2.750000","2.380000","2.880000","0.0000","0.0000","0.0000"
"carrefour","2.550000","2.730000","2.910000","0.0000","0.0000","0.0000"
"carriage","3.118000","3.114000","3.094000","0.4000","0.6000","0.4000"
"carribbean","3.220000","3.220000","3.220000","1.0000","1.0000","1.0000"
"carried","2.835000","2.950000","2.950000","0.5000","0.0000","0.0000"
"carrier","3.000000","2.750000","3.000000","0.0000","0.0000","0.0000"
"carriers","2.866667","2.866667","2.933333","0.0000","0.0000","0.0000"
"carries","3.055000","3.037500","3.105000","0.5000","0.5000","0.5000"
"carry","2.879167","3.135833","3.143333","0.2500","0.7500","0.8333"
"carrying","3.050000","3.050000","3.023333","0.3333","0.5000","0.5000"
"cars","2.793333","2.922222","3.013333","0.1111","0.2222","0.4444"
"cart","3.058889","2.933333","3.053333","0.4444","0.2222","0.5556"
"cartel","2.805000","3.072500","3.080000","0.2500","0.5000","0.5000"
"carter","2.850000","2.983333","3.290000","0.6667","0.6667","1.0000"
"cartoon","2.600000","2.750000","3.000000","0.0000","0.0000","0.5000"
"cartoonish","2.700000","3.300000","3.300000","0.0000","1.0000","1.0000"
"cartoons","3.070000","3.035000","3.000000","0.5000","0.5000","0.0000"
"carve","3.100000","3.000000","3.200000","1.0000","0.0000","1.0000"
"carved","3.043333","3.166667","3.240000","0.3333","0.3333","0.6667"
"carving","3.100000","2.700000","3.200000","1.0000","0.0000","1.0000"
"carvings","3.200000","2.950000","3.050000","0.7500","0.2500","0.5000"
"casa","3.330000","2.890000","3.330000","1.0000","0.0000","1.0000"
"case","2.877500","3.067500","3.120500","0.1000","0.5250","0.6750"
"cases","2.838667","3.096000","3.129333","0.2000","0.5333","0.6667"
"caseworker","3.300000","3.000000","3.000000","1.0000","0.0000","0.0000"
"caseworkers","2.500000","2.800000","3.000000","0.0000","0.0000","0.0000"
"cash","2.905000","2.955000","3.032500","0.2500","0.3750","0.4375"
"cash-flow","2.630000","3.120000","2.880000","0.0000","1.0000","0.0000"
"cashill","3.400000","3.400000","3.200000","1.0000","1.0000","1.0000"
"cashmere","3.170000","3.330000","3.000000","1.0000","1.0000","0.0000"
"casings","3.000000","2.700000","3.100000","0.0000","0.0000","1.0000"
"casino","3.120000","2.978000","3.132000","0.4000","0.2000","0.6000"
"casinos","3.220833","3.098333","3.095833","0.7500","0.5000","0.5833"
"cast","3.053333","3.093333","2.940000","0.3333","0.6667","0.3333"
"castaways","3.290000","3.290000","3.140000","1.0000","1.0000","1.0000"
"casting","2.613333","3.070000","2.796667","0.0000","0.6667","0.0000"
"castle","2.952500","2.965000","3.122500","0.2500","0.2500","0.5000"
"castletown","3.290000","3.140000","3.000000","1.0000","1.0000","0.0000"
"castration","2.800000","3.000000","3.000000","0.0000","0.0000","0.0000"
"castro","2.773333","2.970000","3.153333","0.3333","0.3333","1.0000"
"castro's","2.670000","3.110000","3.110000","0.0000","1.0000","1.0000"
"casts","2.825000","3.000000","3.010000","0.0000","0.0000","0.5000"
"casual","2.733333","3.066667","2.900000","0.0000","0.3333","0.0000"
"casually","3.156667","3.410000","3.410000","0.3333","0.6667","1.0000"
"casualties","2.565000","3.050000","3.000000","0.0000","0.5000","0.0000"
"casualty","2.650000","3.050000","2.900000","0.0000","0.5000","0.0000"
"cat","2.924545","3.144545","3.020000","0.4545","0.5455","0.4545"
"cat's","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"cataloged","3.300000","3.200000","3.100000","1.0000","1.0000","1.0000"
"catalyst","3.120000","2.880000","3.000000","1.0000","0.0000","0.0000"
"catalysts","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"catania","2.400000","3.100000","3.000000","0.0000","1.0000","0.0000"
"catastrophe","2.700000","3.200000","3.000000","0.0000","1.0000","0.0000"
"catastrophic","2.465000","2.945000","2.790000","0.0000","0.0000","0.0000"
"catch","3.021250","3.003750","3.037500","0.3750","0.1250","0.3750"
"catcher","3.180000","3.033333","3.113333","1.0000","0.3333","0.6667"
"catches","2.950000","3.050000","3.000000","0.5000","0.5000","0.5000"
"catching","3.432500","3.180000","3.247500","1.0000","0.2500","0.7500"
"catchment","3.100000","3.000000","3.000000","1.0000","0.0000","0.0000"
"categories","2.900000","3.000000","3.200000","0.0000","0.5000","1.0000"
"categorized","2.900000","2.800000","3.200000","0.0000","0.0000","1.0000"
"category","2.570000","3.290000","2.710000","0.0000","1.0000","0.0000"
"catered","3.170000","3.170000","3.080000","1.0000","1.0000","1.0000"
"catering","3.150000","2.950000","3.100000","0.5000","0.5000","0.5000"
"caterpillar","3.290000","2.860000","3.140000","1.0000","0.0000","1.0000"
"caters","3.330000","3.110000","3.110000","1.0000","1.0000","1.0000"
"catharine","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"cathe","3.130000","2.620000","3.130000","1.0000","0.0000","1.0000"
"cathedral","2.933333","3.033333","3.033333","0.3333","0.3333","0.3333"
"catholic","2.950000","3.075000","2.975000","0.2500","0.5000","0.2500"
"cats","2.770000","3.113333","2.940000","0.5000","0.6667","0.3333"
"catskills","3.000000","2.700000","2.900000","0.0000","0.0000","0.0000"
"cattle","3.000000","3.100000","3.100000","0.0000","1.0000","1.0000"
"caught","2.851875","3.131250","3.030625","0.1250","0.6875","0.5000"
"causative","2.900000","3.000000","3.000000","0.0000","0.0000","0.0000"
"cause","2.738462","3.026154","3.126538","0.1154","0.3462","0.6154"
"caused","2.754444","2.952222","3.051111","0.1111","0.4444","0.2222"
"causes","2.721333","3.060667","2.958667","0.0667","0.5333","0.2667"
"causeway","3.140909","2.864545","3.037273","0.7273","0.1818","0.4545"
"causing","2.725000","3.000000","2.915000","0.0000","0.2500","0.5000"
"caution","3.200000","3.200000","3.300000","1.0000","1.0000","1.0000"
"cautiously","3.200000","2.800000","3.000000","1.0000","0.0000","0.0000"
"cavaliers","2.800000","3.100000","3.000000","0.0000","1.0000","0.0000"
"cave","3.180000","3.000000","3.270000","1.0000","0.0000","1.0000"
"caves","3.150000","3.050000","2.995000","0.5000","0.5000","0.5000"
"caviar","3.220000","2.945000","3.000000","0.5000","0.5000","0.0000"
"cci","3.193750","3.006250","3.140000","0.6250","0.5000","0.8750"
"cd","2.846667","2.953333","3.100000","0.3333","0.3333","0.3333"
"cd-roms","2.880000","2.750000","2.750000","0.0000","0.0000","0.0000"
"cds","3.400000","3.100000","2.900000","1.0000","1.0000","0.0000"
"ce","3.110000","3.110000","3.110000","1.0000","1.0000","1.0000"
"cease","2.725000","3.110000","2.990000","0.0000","1.0000","0.5000"
"ceased","3.380000","3.250000","3.120000","1.0000","1.0000","1.0000"
"cedar","2.900000","3.100000","3.000000","0.0000","1.0000","0.0000"
"ceiling","3.083333","2.968333","3.028333","0.6667","0.3333","0.5000"
"celeb","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"celebrate","3.423333","3.210000","3.086667","1.0000","0.6667","0.6667"
"celebrated","3.220000","2.550000","3.110000","1.0000","0.0000","1.0000"
"celebrates","3.300000","3.233333","3.100000","1.0000","0.6667","0.6667"
"celebrating","3.215000","3.195000","2.980000","0.5000","1.0000","0.5000"
"celebration","3.383333","3.206667","3.066667","1.0000","0.6667","0.3333"
"celebrations","3.230000","3.065000","3.020000","0.5000","0.5000","0.5000"
"celebrities","2.550000","3.090000","3.180000","0.0000","1.0000","1.0000"
"celebrity","2.950000","3.200000","3.050000","0.0000","1.0000","0.5000"
"celery","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"celestial","3.200000","3.100000","3.000000","1.0000","1.0000","0.0000"
"cell","3.009091","3.048182","3.069091","0.3636","0.5455","0.4545"
"celli","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"cellophane","3.100000","2.800000","3.100000","1.0000","0.0000","1.0000"
"cells","3.250000","3.100000","3.100000","0.5000","0.5000","1.0000"
"celsius","3.025000","2.815000","3.117500","0.2500","0.2500","0.7500"
"celtic","3.440000","3.440000","3.300000","1.0000","1.0000","1.0000"
"cementing","2.700000","3.100000","2.900000","0.0000","1.0000","0.0000"
"cemetery","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"censorship","2.300000","3.500000","2.300000","0.0000","1.0000","0.0000"
"censure","2.890000","3.025000","3.125000","0.0000","0.5000","0.5000"
"cent","2.400000","3.000000","2.900000","0.0000","0.0000","0.0000"
"center","3.080256","2.972308","3.059487","0.4872","0.3077","0.4487"
"centered","3.000000","2.803333","3.033333","0.0000","0.0000","0.3333"
"centerpiece","3.000000","3.000000","3.140000","0.0000","0.0000","1.0000"
"centers","3.262941","3.103529","3.120000","0.7647","0.5882","0.7059"
"centimeters","3.100000","2.700000","3.100000","1.0000","0.0000","1.0000"
"central","3.029730","2.957838","3.040811","0.4865","0.2973","0.4054"
"centralized","2.900000","2.500000","3.100000","0.0000","0.0000","1.0000"
"centre","3.053333","2.963333","2.986667","0.5000","0.1667","0.1667"
"cents","2.912917","2.937500","3.027917","0.3333","0.2917","0.4167"
"centuries","2.854286","3.050000","2.971429","0.0000","0.4286","0.2857"
"century","3.070690","3.003793","3.061034","0.4483","0.4138","0.4828"
"century-long","3.100000","3.100000","3.100000","1.0000","1.0000","1.0000"
"ceo","2.724000","2.978000","3.040000","0.0000","0.0000","0.4000"
"ceramic","3.200000","2.850000","3.106667","0.6667","0.0000","0.6667"
"ceramics","3.125000","2.875000","3.100000","0.7500","0.2500","0.7500"
"cerco","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"cereal","3.000000","2.800000","3.200000","0.0000","0.0000","1.0000"
"cerebral","2.140000","3.140000","2.860000","0.0000","1.0000","0.0000"
"ceremonial","3.000000","2.440000","2.890000","0.0000","0.0000","0.0000"
"ceremony","3.085714","2.928571","3.060000","0.4286","0.1429","0.4286"
"certain","2.863158","3.000526","2.975263","0.2105","0.3684","0.4211"
"certainly","3.093333","3.101667","3.208333","0.5000","0.6111","0.7778"
"certificate","3.025000","2.810000","3.205000","0.2500","0.0000","1.0000"
"certificates","3.000000","2.930000","3.070000","0.0000","0.0000","0.5000"
"certified","3.000000","2.700000","3.100000","0.0000","0.0000","1.0000"
"certify","2.820000","3.000000","3.270000","0.0000","0.0000","1.0000"
"certitude","2.900000","2.900000","3.100000","0.0000","0.0000","1.0000"
"cervical","2.830000","2.890000","2.840000","0.5000","0.5000","0.5000"
"ces","2.900000","3.100000","3.000000","0.0000","1.0000","0.0000"
"cesareans","2.900000","2.900000","2.900000","0.0000","0.0000","0.0000"
"cgi","3.000000","2.800000","2.900000","0.0000","0.0000","0.0000"
"chabon","2.890000","3.110000","3.000000","0.0000","1.0000","0.0000"
"chad","2.802000","3.141333","3.002667","0.1333","0.6667","0.4333"
"chad's","2.764286","3.258571","2.990000","0.1429","0.8571","0.4286"
"chai","3.105000","2.971000","3.086000","0.6000","0.3000","0.6000"
"chain","3.037500","2.827500","3.075000","0.5000","0.2500","0.5000"
"chained","2.700000","3.100000","2.900000","0.0000","1.0000","0.0000"
"chains","3.022500","2.855000","2.950000","0.5000","0.0000","0.0000"
"chair","2.937333","2.916000","3.062000","0.2667","0.2000","0.5333"
"chairman","3.020000","2.883000","3.108000","0.2000","0.1000","0.7000"
"chairman's","3.290000","3.140000","3.140000","1.0000","1.0000","1.0000"
"chairs","2.985000","2.937500","2.982500","0.2500","0.2500","0.2500"
"chalk","3.000000","2.900000","3.100000","0.0000","0.0000","1.0000"
"challenge","2.927143","3.017143","3.044286","0.4286","0.5714","0.4286"
"challenged","2.900000","2.900000","3.200000","0.0000","0.0000","1.0000"
"challenges","2.850000","2.950000","3.058571","0.1429","0.5714","0.7143"
"challenging","3.176000","2.946000","3.266000","0.6000","0.6000","1.0000"
"chamber","2.895000","3.225000","3.045000","0.0000","1.0000","0.5000"
"chambers","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"champagne","3.123333","2.983333","3.183333","0.3333","0.3333","0.3333"
"champion","3.366667","3.200000","3.166667","0.6667","0.6667","0.6667"
"champions","2.800000","3.100000","3.000000","0.0000","1.0000","0.0000"
"championship","3.300000","3.300000","3.500000","1.0000","1.0000","1.0000"
"championships","3.500000","3.200000","3.300000","1.0000","0.5000","0.5000"
"champs","3.100000","3.100000","2.900000","1.0000","1.0000","0.0000"
"chance","3.098000","3.086500","3.187000","0.5500","0.5500","0.7000"
"chances","2.883333","2.966667","2.973333","0.0000","0.3333","0.3333"
"chandeliered","3.300000","3.300000","3.100000","1.0000","1.0000","1.0000"
"chandeliers","2.570000","3.153333","2.886667","0.0000","0.3333","0.0000"
"chang","2.848333","2.973667","3.072000","0.1667","0.3000","0.5333"
"chang's","2.796667","3.000000","2.966667","0.0000","0.3333","0.3333"
"change","3.017660","3.079787","3.129149","0.4468","0.4681","0.5319"
"changeable","3.140000","3.000000","3.140000","1.0000","0.0000","1.0000"
"changed","2.936923","3.022308","3.136154","0.2308","0.3077","0.6154"
"changes","2.997857","2.929286","3.084286","0.2857","0.3571","0.5714"
"changing","3.040000","3.093846","3.125385","0.4615","0.4615","0.6154"
"channel","3.150000","3.015000","3.050000","0.5000","0.5000","0.5000"
"channeled","2.800000","2.700000","2.800000","0.0000","0.0000","0.0000"
"channels","3.180000","3.020000","3.133333","1.0000","0.3333","0.6667"
"chaos","2.355000","3.006667","2.978333","0.0000","0.5000","0.3333"
"chapati","3.200000","3.000000","3.000000","1.0000","0.0000","0.0000"
"chapel","3.033333","2.960000","3.033333","0.3333","0.3333","0.3333"
"chapelwas","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"chaps","3.300000","2.800000","2.900000","1.0000","0.0000","0.0000"
"chapter","3.028750","3.075000","3.082500","0.5000","0.3750","0.3750"
"chapters","3.200000","3.033333","3.066667","0.6667","0.6667","0.6667"
"character","3.036000","3.086000","3.026000","0.5000","0.7000","0.5000"
"characterisation","2.950000","2.885000","2.890000","0.0000","0.5000","0.0000"
"characteristic","3.110000","3.060000","3.060000","1.0000","0.5000","0.5000"
"characteristics","2.948000","2.938000","3.098000","0.2000","0.4000","0.6000"
"characterization","2.773333","3.110000","3.060000","0.3333","0.6667","0.3333"
"characterizations","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"characterize","3.120000","3.120000","2.880000","1.0000","1.0000","0.0000"
"characterized","2.560000","2.780000","3.110000","0.0000","0.0000","1.0000"
"characterizes","3.000000","2.835000","3.110000","0.0000","0.0000","1.0000"
"characters","2.988571","3.022857","3.075714","0.5714","0.2857","0.7143"
"charantia","3.100000","3.100000","3.000000","1.0000","1.0000","0.0000"
